tbl,Year,quarter,citymarketid_1,citymarketid_2,city1,city2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low
Table 6,2016,1,30615,31982,"El Paso, TX","Killeen, TX",507,20.989010989011,293.17277486911,AA,0.743455497382199,305.214084507042,UA,0.256544502617801,258.277551020408
Table 6,2016,1,30615,31986,"El Paso, TX","Grand Rapids, MI",1373,10.6593406593407,320.705154639175,AA,0.525773195876289,371.047058823529,UA,0.309278350515464,243.856666666667
Table 6,2016,1,30615,32206,"El Paso, TX","Harlingen/San Benito, TX",653,24.8351648351648,291.178318584071,WN,0.929203539823009,288.477142857143,WN,0.929203539823009,288.477142857143
Table 6,2016,1,30615,32211,"El Paso, TX","Las Vegas, NV",583,248.241758241758,201.014165559982,WN,0.84772023019035,201.371436031332,AA,0.145196989818504,196.800914634146
Table 6,2016,1,30615,32337,"El Paso, TX","Indianapolis, IN",1249,38.9010989010989,283.821186440678,AA,0.46045197740113,277.39018404908,AA,0.46045197740113,277.39018404908
Table 6,2016,1,30615,32457,"El Paso, TX","San Francisco, CA (Metropolitan Area)",993,127.032967032967,272.324480968858,WN,0.650519031141868,267.987367021277,WN,0.650519031141868,267.987367021277
Table 6,2016,1,30615,32467,"El Paso, TX","Miami, FL (Metropolitan Area)",1633,77.8021978021978,318.544350282486,AA,0.44774011299435,363.028391167192,WN,0.310734463276836,271.325
Table 6,2016,1,30615,32575,"El Paso, TX","Los Angeles, CA (Metropolitan Area)",715,447.472527472527,180.597765225933,WN,0.633104125736739,173.372614429791,WN,0.633104125736739,173.372614429791
Table 6,2016,1,30615,32600,"El Paso, TX","Little Rock, AR",843,10.4395604395604,295.336842105263,AA,0.463157894736842,292.386363636364,WN,0.442105263157895,289.166666666667
Table 6,2016,1,30615,32891,"El Paso, TX","Lawton/Fort Sill, OK",499,11.3186813186813,224.426213592233,AA,0.990291262135922,223.494117647059,AA,0.990291262135922,223.494117647059
Table 6,2016,1,30615,33044,"El Paso, TX","Louisville, KY",1247,14.9450549450549,354.138970588235,AA,0.595588235294118,323.871604938272,AA,0.595588235294118,323.871604938272
Table 6,2016,1,30615,33192,"El Paso, TX","Sacramento, CA",981,45.3846153846154,271.395641646489,WN,0.631961259079903,269.260153256705,WN,0.631961259079903,269.260153256705
Table 6,2016,1,30615,33195,"El Paso, TX","Tampa, FL (Metropolitan Area)",1452,40.7692307692308,279.440431266846,WN,0.471698113207547,255.538285714286,WN,0.471698113207547,255.538285714286
Table 6,2016,1,30615,33198,"El Paso, TX","Kansas City, MO",834,50.7692307692308,272.712337662338,WN,0.567099567099567,274.288167938931,AA,0.357142857142857,260.342424242424
Table 6,2016,1,30615,33214,"El Paso, TX","San Antonio, TX",496,299.010989010989,207.040389562661,WN,0.879088570378537,199.335911371237,WN,0.879088570378537,199.335911371237
Table 6,2016,1,30615,33244,"El Paso, TX","Memphis, TN",972,18.2417582417582,303.278313253012,AA,0.457831325301205,298.880263157895,AA,0.457831325301205,298.880263157895
Table 6,2016,1,30615,33256,"El Paso, TX","Mission/McAllen/Edinburg, TX",627,15.3846153846154,395.345,AA,0.635714285714286,420.359550561798,UA,0.364285714285714,351.692156862745
Table 6,2016,1,30615,33316,"El Paso, TX","Omaha, NE",875,20.989010989011,271.365445026178,AA,0.387434554973822,297.251351351351,WN,0.335078534031414,251.8078125
Table 6,2016,1,30615,33342,"El Paso, TX","Milwaukee, WI",1270,18.021978021978,304.601219512195,AA,0.548780487804878,300.69,WN,0.268292682926829,290.470454545455
Table 6,2016,1,30615,33495,"El Paso, TX","New Orleans, LA",965,41.6483516483517,275.089182058047,WN,0.691292875989446,270.010305343511,WN,0.691292875989446,270.010305343511
Table 6,2016,1,30615,33570,"El Paso, TX","San Diego, CA",636,80.1098901098901,248.313580246914,WN,0.717421124828532,246.626003824092,WN,0.717421124828532,246.626003824092
Table 6,2016,1,30615,33667,"El Paso, TX","Norfolk, VA (Metropolitan Area)",1753,25.7142857142857,325.941452991453,DL,0.491452991452991,330.344347826087,DL,0.491452991452991,330.344347826087
Table 6,2016,1,30615,33851,"El Paso, TX","Oklahoma City, OK",563,25.3846153846154,272.872727272727,WN,0.562770562770563,276.417692307692,AA,0.329004329004329,262.796052631579
Table 6,2016,1,30615,34057,"El Paso, TX","Portland, OR",1288,38.7912087912088,299.337677053824,AA,0.458923512747875,308.822222222222,WN,0.419263456090652,270.943243243243
Table 6,2016,1,30615,34100,"El Paso, TX","Philadelphia, PA",1824,47.5824175824176,315.405542725173,AA,0.683602771362587,325.493918918919,WN,0.133949191685912,295.655172413793
Table 6,2016,1,30615,34492,"El Paso, TX","Raleigh/Durham, NC",1606,33.1868131868132,294.730794701987,AA,0.437086092715232,324.464393939394,WN,0.294701986754967,247.815730337079
Table 6,2016,1,30615,34524,"El Paso, TX","Richmond, VA",1694,19.010989010989,337.939884393064,AA,0.439306358381503,327.251315789474,AA,0.439306358381503,327.251315789474
Table 6,2016,1,30615,34570,"El Paso, TX","Reno, NV",920,14.9450549450549,270.975735294118,WN,0.544117647058823,257.191891891892,WN,0.544117647058823,257.191891891892
Table 6,2016,1,30615,34614,"El Paso, TX","Salt Lake City, UT",693,48.021978021978,255.337528604119,WN,0.533180778032037,254.344635193133,AA,0.423340961098398,253.488108108108
Table 6,2016,1,30615,34653,"El Paso, TX","Tulsa, OK",673,16.9230769230769,295.112987012987,WN,0.487012987012987,289.586666666667,WN,0.487012987012987,289.586666666667
Table 6,2016,1,30615,35412,"El Paso, TX","Knoxville, TN",1314,10.5494505494505,394.736458333333,AA,0.489583333333333,373.168085106383,DL,0.34375,367.569696969697
Table 6,2016,1,30620,30194,"Billings, MT","Dallas/Fort Worth, TX",1081,25.4945054945055,298.4625,UA,0.650862068965517,266.839072847682,UA,0.650862068965517,266.839072847682
Table 6,2016,1,30620,30325,"Billings, MT","Denver, CO",455,97.6923076923077,269.115748031496,UA,0.950506186726659,271.970887573964,DL,0.046119235095613,211.380487804878
Table 6,2016,1,30620,30466,"Billings, MT","Phoenix, AZ",878,160.769230769231,146.190704032809,G4,0.567327409432673,102.602409638554,G4,0.567327409432673,102.602409638554
Table 6,2016,1,30620,30559,"Billings, MT","Seattle, WA",664,146.263736263736,135.393764087153,AS,0.720510894064613,142.754118873827,DL,0.258452291510143,113.056395348837
Table 6,2016,1,30620,30713,"Billings, MT","Boise, ID",409,15.1648351648352,223.663768115942,DL,0.717391304347826,214.322222222222,DL,0.717391304347826,214.322222222222
Table 6,2016,1,30620,30721,"Billings, MT","Boston, MA (Metropolitan Area)",1866,10.8791208791209,297.919191919192,DL,0.767676767676768,253.1,DL,0.767676767676768,253.1
Table 6,2016,1,30620,30852,"Billings, MT","Washington, DC (Metropolitan Area)",1679,30.5494505494506,358.498920863309,DL,0.640287769784173,362.250561797753,UA,0.330935251798561,351.079347826087
Table 6,2016,1,30620,30977,"Billings, MT","Chicago, IL",1073,17.032967032967,395.112258064516,DL,0.535483870967742,353.150602409639,DL,0.535483870967742,353.150602409639
Table 6,2016,1,30620,31453,"Billings, MT","Houston, TX",1304,27.1428571428571,470.615384615385,UA,0.712550607287449,479.556818181818,DL,0.255060728744939,431.930158730159
Table 6,2016,1,30620,31454,"Billings, MT","Orlando, FL",1907,27.4725274725275,324.156,UA,0.6,317.578,UA,0.6,317.578
Table 6,2016,1,30620,31650,"Billings, MT","Minneapolis/St. Paul, MN",748,44.3956043956044,331.167574257426,DL,0.933168316831683,325.989389920424,DL,0.933168316831683,325.989389920424
Table 6,2016,1,30620,31703,"Billings, MT","New York City, NY (Metropolitan Area)",1776,25.7142857142857,318.369230769231,DL,0.594017094017094,311.067625899281,DL,0.594017094017094,311.067625899281
Table 6,2016,1,30620,31884,"Billings, MT","Spokane, WA",445,19.1208791208791,216.400574712644,DL,0.517241379310345,208.184444444444,DL,0.517241379310345,208.184444444444
Table 6,2016,1,30620,32211,"Billings, MT","Las Vegas, NV",754,122.197802197802,139.524730215827,G4,0.436151079136691,94.080412371134,G4,0.436151079136691,94.080412371134
Table 6,2016,1,30620,32457,"Billings, MT","San Francisco, CA (Metropolitan Area)",909,48.6813186813187,179.2230248307,DL,0.620767494356659,169.984363636364,AS,0.218961625282167,156.175257731959
Table 6,2016,1,30620,32467,"Billings, MT","Miami, FL (Metropolitan Area)",2083,19.3406593406593,311.247159090909,UA,0.511363636363636,293.3,UA,0.511363636363636,293.3
Table 6,2016,1,30620,32575,"Billings, MT","Los Angeles, CA (Metropolitan Area)",972,92.5274725274725,185.944180522565,DL,0.47624703087886,194.27506234414,AS,0.226840855106888,166.173821989529
Table 6,2016,1,30620,33192,"Billings, MT","Sacramento, CA",828,17.9120879120879,196.519018404908,DL,0.638036809815951,180.843269230769,DL,0.638036809815951,180.843269230769
Table 6,2016,1,30620,33195,"Billings, MT","Tampa, FL (Metropolitan Area)",1879,13.0769230769231,300.01512605042,UA,0.605042016806723,313.584722222222,DL,0.34453781512605,287.563414634146
Table 6,2016,1,30620,33198,"Billings, MT","Kansas City, MO",835,14.6153846153846,290.868421052632,UA,0.496240601503759,293.215151515151,DL,0.488721804511278,291.064615384615
Table 6,2016,1,30620,33495,"Billings, MT","New Orleans, LA",1472,13.956043956044,305.951968503937,UA,0.582677165354331,279.297297297297,UA,0.582677165354331,279.297297297297
Table 6,2016,1,30620,33570,"Billings, MT","San Diego, CA",1013,40.3296703296703,162.839237057221,DL,0.814713896457766,152.24983277592,DL,0.814713896457766,152.24983277592
Table 6,2016,1,30620,34057,"Billings, MT","Portland, OR",679,74.0659340659341,190.905341246291,AS,0.722551928783383,187.301848049281,AS,0.722551928783383,187.301848049281
Table 6,2016,1,30620,34614,"Billings, MT","Salt Lake City, UT",387,29.6703296703297,350.438518518518,DL,0.992592592592593,350.256343283582,DL,0.992592592592593,350.256343283582
Table 6,2016,1,30627,30194,"Bismarck/Mandan, ND","Dallas/Fort Worth, TX",977,42.3076923076923,293.762337662338,AA,0.438961038961039,307.547337278107,UA,0.244155844155844,255.191489361702
Table 6,2016,1,30627,30325,"Bismarck/Mandan, ND","Denver, CO",516,47.3626373626374,319.089327146172,UA,0.904872389791183,328.303076923077,F9,0.0487238979118329,136.095238095238
Table 6,2016,1,30627,30466,"Bismarck/Mandan, ND","Phoenix, AZ",1094,202.747252747253,159.695284552846,G4,0.875338753387534,136.288544891641,G4,0.875338753387534,136.288544891641
Table 6,2016,1,30627,30559,"Bismarck/Mandan, ND","Seattle, WA",1015,10.989010989011,376.854,UA,0.46,367.010869565217,AA,0.1,267.88
Table 6,2016,1,30627,30852,"Bismarck/Mandan, ND","Washington, DC (Metropolitan Area)",1322,30.4395604395604,307.249097472924,DL,0.855595667870036,310.501265822785,AA,0.0324909747292419,293.666666666667
Table 6,2016,1,30627,30977,"Bismarck/Mandan, ND","Chicago, IL",729,33.0769230769231,227.216943521595,DL,0.518272425249169,219.730769230769,DL,0.518272425249169,219.730769230769
Table 6,2016,1,30627,31123,"Bismarck/Mandan, ND","St. Louis, MO",764,11.978021978022,328.933944954128,DL,0.614678899082569,349.946268656716,AA,0.18348623853211,281.9
Table 6,2016,1,30627,31453,"Bismarck/Mandan, ND","Houston, TX",1217,23.5164835164835,345.832710280374,UA,0.495327102803738,393.994339622642,AA,0.14018691588785,251.28
Table 6,2016,1,30627,31454,"Bismarck/Mandan, ND","Orlando, FL",1645,30,302.55641025641,DL,0.626373626373626,309.743859649123,UA,0.201465201465201,275.163636363636
Table 6,2016,1,30627,31650,"Bismarck/Mandan, ND","Minneapolis/St. Paul, MN",386,46.4835164835165,394.102600472813,DL,0.976359338061466,394.466101694915,DL,0.976359338061466,394.466101694915
Table 6,2016,1,30627,31703,"Bismarck/Mandan, ND","New York City, NY (Metropolitan Area)",1407,17.5824175824176,313.44625,DL,0.5625,332.806666666667,AA,0.20625,273.236363636364
Table 6,2016,1,30627,31714,"Bismarck/Mandan, ND","Fort Myers, FL",1739,16.1538461538462,293.048299319728,DL,0.408163265306122,345.961666666667,UA,0.170068027210884,249.732
Table 6,2016,1,30627,32211,"Bismarck/Mandan, ND","Las Vegas, NV",1048,150.879120879121,131.125928623452,G4,0.932265112891479,109.88515625,G4,0.932265112891479,109.88515625
Table 6,2016,1,30627,32457,"Bismarck/Mandan, ND","San Francisco, CA (Metropolitan Area)",1271,12.1978021978022,310.847747747748,UA,0.522522522522523,324.2,AA,0.153153153153153,289.011764705882
Table 6,2016,1,30627,32467,"Bismarck/Mandan, ND","Miami, FL (Metropolitan Area)",1831,23.5164835164835,357.783177570093,DL,0.691588785046729,317.562837837838,DL,0.691588785046729,317.562837837838
Table 6,2016,1,30627,32575,"Bismarck/Mandan, ND","Los Angeles, CA (Metropolitan Area)",1280,27.4725274725275,325.3748,UA,0.588,333.916326530612,AA,0.1,291.164
Table 6,2016,1,30627,33195,"Bismarck/Mandan, ND","Tampa, FL (Metropolitan Area)",1630,10.5494505494505,318.45625,DL,0.729166666666667,331.138571428571,AA,0.104166666666667,240.9
Table 6,2016,1,30627,33214,"Bismarck/Mandan, ND","San Antonio, TX",1195,10.4395604395604,369.396842105263,DL,0.368421052631579,391.971428571429,AA,0.347368421052632,350.751515151515
Table 6,2016,1,30627,33570,"Bismarck/Mandan, ND","San Diego, CA",1300,11.6483516483516,340.458490566038,UA,0.566037735849057,323.833333333333,UA,0.566037735849057,323.833333333333
Table 6,2016,1,30627,34057,"Bismarck/Mandan, ND","Portland, OR",1048,12.967032967033,347.617796610169,UA,0.5,383.013559322034,DL,0.466101694915254,315.870909090909
Table 6,2016,1,30627,34614,"Bismarck/Mandan, ND","Salt Lake City, UT",696,13.956043956044,353.251181102362,DL,0.503937007874016,362.3796875,UA,0.448818897637795,344.552631578947
Table 6,2016,1,30627,34761,"Bismarck/Mandan, ND","Sanford, FL",1628,87.5824175824176,132.841907151819,G4,1,132.841907151819,G4,1,132.841907151819
Table 6,2016,1,30631,31295,"Bemidji, MN","Detroit, MI",675,10,350.39010989011,DL,1,350.39010989011,DL,1,350.39010989011
Table 6,2016,1,30631,31650,"Bemidji, MN","Minneapolis/St. Paul, MN",199,10.6593406593407,149.268041237113,DL,1,149.268041237113,DL,1,149.268041237113
Table 6,2016,1,30647,30189,"Cleveland, OH (Metropolitan Area)","Colorado Springs, CO",1241,18.2417582417582,247.637951807229,UA,0.765060240963855,223.049606299213,UA,0.765060240963855,223.049606299213
Table 6,2016,1,30647,30194,"Cleveland, OH (Metropolitan Area)","Dallas/Fort Worth, TX",1023,566.373626373626,183.242724097788,AA,0.667830811020567,190.580011621151,WN,0.105937136204889,155.585347985348
Table 6,2016,1,30647,30255,"Cleveland, OH (Metropolitan Area)","Huntsville, AL",538,17.1428571428571,245.005128205128,DL,0.551282051282051,233.798837209302,DL,0.551282051282051,233.798837209302
Table 6,2016,1,30647,30325,"Cleveland, OH (Metropolitan Area)","Denver, CO",1224,472.307692307692,227.951675197766,UA,0.48324802233597,256.736831969186,WN,0.378315495579339,191.588130381304
Table 6,2016,1,30647,30436,"Cleveland, OH (Metropolitan Area)","Tucson, AZ",1740,45.9340659340659,297.220813397129,AA,0.282296650717703,311.921186440678,WN,0.267942583732057,261.34375
Table 6,2016,1,30647,30466,"Cleveland, OH (Metropolitan Area)","Phoenix, AZ",1754,621.428571428571,236.720300618921,WN,0.514235190097259,219.608356258597,WN,0.514235190097259,219.608356258597
Table 6,2016,1,30647,30529,"Cleveland, OH (Metropolitan Area)","Hartford, CT",476,94.2857142857143,224.521212121212,DL,0.482517482517483,213.058212560386,DL,0.482517482517483,213.058212560386
Table 6,2016,1,30647,30559,"Cleveland, OH (Metropolitan Area)","Seattle, WA",2055,153.736263736264,295.272480343102,UA,0.382416011436741,298.055327102804,WN,0.152251608291637,255.179812206573
Table 6,2016,1,30647,30562,"Cleveland, OH (Metropolitan Area)","Mobile, AL",820,11.7582417582418,301.820560747664,AA,0.504672897196262,276.037037037037,AA,0.504672897196262,276.037037037037
Table 6,2016,1,30647,30615,"Cleveland, OH (Metropolitan Area)","El Paso, TX",1519,23.4065934065934,327.399061032864,AA,0.403755868544601,301.594186046512,AA,0.403755868544601,301.594186046512
Table 6,2016,1,30647,30693,"Cleveland, OH (Metropolitan Area)","Nashville, TN",448,289.67032967033,165.186456752656,WN,0.786039453717754,151.919063706564,WN,0.786039453717754,151.919063706564
Table 6,2016,1,30647,30852,"Cleveland, OH (Metropolitan Area)","Washington, DC (Metropolitan Area)",314,564.725274725275,218.761899202179,WN,0.50301615100214,158.017678916828,WN,0.50301615100214,158.017678916828
Table 6,2016,1,30647,30868,"Cleveland, OH (Metropolitan Area)","Columbia, SC",517,24.9450549450549,203.106607929515,AA,0.365638766519824,230.165060240964,UA,0.295154185022026,180.198507462687
Table 6,2016,1,30647,30928,"Cleveland, OH (Metropolitan Area)","Wichita, KS",885,23.956043956044,276.081651376147,UA,0.467889908256881,286.21568627451,WN,0.114678899082569,223.8
Table 6,2016,1,30647,31123,"Cleveland, OH (Metropolitan Area)","St. Louis, MO",498,184.285714285714,232.758020274299,UA,0.494335122242099,275.850542822678,WN,0.342277877161598,170.087979094077
Table 6,2016,1,30647,31135,"Cleveland, OH (Metropolitan Area)","Myrtle Beach, SC",557,27.5824175824176,212.964143426295,AA,0.545816733067729,246.367153284672,DL,0.446215139442231,171.366964285714
Table 6,2016,1,30647,31136,"Cleveland, OH (Metropolitan Area)","Jacksonville, FL",753,107.912087912088,247.920570264766,DL,0.356415478615071,258.315714285714,WN,0.223014256619145,222.279452054795
Table 6,2016,1,30647,31252,"Cleveland, OH (Metropolitan Area)","Daytona Beach, FL",844,33.0769230769231,178.41561461794,DL,0.724252491694352,166.649082568807,DL,0.724252491694352,166.649082568807
Table 6,2016,1,30647,31295,"Cleveland, OH (Metropolitan Area)","Detroit, MI",133,24.7252747252747,304.703555555556,DL,0.991111111111111,306.22197309417,DL,0.991111111111111,306.22197309417
Table 6,2016,1,30647,31423,"Cleveland, OH (Metropolitan Area)","Des Moines, IA",637,27.8021978021978,272.55652173913,DL,0.375494071146245,264.637894736842,WN,0.106719367588933,239.459259259259
Table 6,2016,1,30647,31453,"Cleveland, OH (Metropolitan Area)","Houston, TX",1106,331.868131868132,325.581622516556,UA,0.526158940397351,401.521082441787,AA,0.110927152317881,234.83223880597
Table 6,2016,1,30647,31454,"Cleveland, OH (Metropolitan Area)","Orlando, FL",895,1381.53846153846,148.235427935094,F9,0.398345529748648,109.050259584665,NK,0.110960865415208,99.4716845878136
Table 6,2016,1,30647,31481,"Cleveland, OH (Metropolitan Area)","Panama City, FL",793,13.956043956044,270.59842519685,WN,0.496062992125984,259.333333333333,WN,0.496062992125984,259.333333333333
Table 6,2016,1,30647,31504,"Cleveland, OH (Metropolitan Area)","Valparaiso, FL",797,10.4395604395604,255.4,DL,0.715789473684211,241.952941176471,DL,0.715789473684211,241.952941176471
Table 6,2016,1,30647,31624,"Cleveland, OH (Metropolitan Area)","Key West, FL",1161,36.9230769230769,321.505952380952,DL,0.491071428571429,325.263636363636,UA,0.148809523809524,313.55
Table 6,2016,1,30647,31641,"Cleveland, OH (Metropolitan Area)","Fayetteville, NC",471,10.2197802197802,214.324731182796,AA,0.548387096774194,235.543137254902,UA,0.118279569892473,157.336363636364
Table 6,2016,1,30647,31650,"Cleveland, OH (Metropolitan Area)","Minneapolis/St. Paul, MN",657,263.626373626374,308.502542726136,DL,0.626094205919133,336.655326231691,AA,0.102959566486036,245.942105263158
Table 6,2016,1,30647,31703,"Cleveland, OH (Metropolitan Area)","New York City, NY (Metropolitan Area)",459,858.131868131868,297.195466769113,UA,0.5354078627225,329.918177469505,AA,0.133948008707901,223.115487571702
Table 6,2016,1,30647,31714,"Cleveland, OH (Metropolitan Area)","Fort Myers, FL",1025,939.67032967033,157.178318325342,WN,0.278914746813238,169.68,NK,0.189334580750789,98.173810994441
Table 6,2016,1,30647,31775,"Cleveland, OH (Metropolitan Area)","Sioux Falls, SD",805,11.978021978022,315.55871559633,UA,0.522935779816514,314.285964912281,UA,0.522935779816514,314.285964912281
Table 6,2016,1,30647,31834,"Cleveland, OH (Metropolitan Area)","Fayetteville, AR",765,23.5164835164835,379.059345794393,AA,0.425233644859813,392.501098901099,DL,0.266355140186916,353.605263157895
Table 6,2016,1,30647,31871,"Cleveland, OH (Metropolitan Area)","Greenville/Spartanburg, SC",450,52.0879120879121,234.880168776371,DL,0.424050632911392,241.764179104478,UA,0.164556962025316,220.471794871795
Table 6,2016,1,30647,31884,"Cleveland, OH (Metropolitan Area)","Spokane, WA",1831,15.8241758241758,350.900694444444,DL,0.430555555555556,361.608064516129,WN,0.256944444444444,275.594594594595
Table 6,2016,1,30647,31973,"Cleveland, OH (Metropolitan Area)","Gulfport/Biloxi, MS",859,10.7692307692308,270.907142857143,DL,0.785714285714286,246.94025974026,DL,0.785714285714286,246.94025974026
Table 6,2016,1,30647,31995,"Cleveland, OH (Metropolitan Area)","Greensboro/High Point, NC",380,22.5274725274725,265.195609756098,AA,0.668292682926829,269.356934306569,DL,0.219512195121951,216.135555555556
Table 6,2016,1,30647,32211,"Cleveland, OH (Metropolitan Area)","Las Vegas, NV",1846,1128.24175824176,162.488555566378,WN,0.335735852732054,164.196489701189,NK,0.160027271841823,105.920815581254
Table 6,2016,1,30647,32323,"Cleveland, OH (Metropolitan Area)","Wilmington, NC",538,27.2527472527473,185.300403225806,AA,0.770161290322581,181.857068062827,AA,0.770161290322581,181.857068062827
Table 6,2016,1,30647,32337,"Cleveland, OH (Metropolitan Area)","Indianapolis, IN",269,29.5604395604396,215.77843866171,UA,0.45724907063197,203.973983739837,UA,0.45724907063197,203.973983739837
Table 6,2016,1,30647,32441,"Cleveland, OH (Metropolitan Area)","Jackson, WY",1505,10.6593406593407,340.268041237113,UA,0.804123711340206,363.064102564103,AA,0.134020618556701,255.230769230769
Table 6,2016,1,30647,32448,"Cleveland, OH (Metropolitan Area)","Jackson/Vicksburg, MS",774,16.4835164835165,326.868,DL,0.7,337.68380952381,AA,0.253333333333333,313.052631578947
Table 6,2016,1,30647,32457,"Cleveland, OH (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2187,433.516483516484,313.215766793409,UA,0.628390367553866,330.252884227511,WN,0.144233206590621,270.234270650264
Table 6,2016,1,30647,32467,"Cleveland, OH (Metropolitan Area)","Miami, FL (Metropolitan Area)",1080,1140.10989010989,163.907373493976,UA,0.225542168674699,184.316111111111,NK,0.156530120481928,109.924199507389
Table 6,2016,1,30647,32575,"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",2073,869.230769230769,234.141656131479,UA,0.420606826801517,284.143372407574,NK,0.261694058154235,112.119130434783
Table 6,2016,1,30647,32600,"Cleveland, OH (Metropolitan Area)","Little Rock, AR",728,26.1538461538462,277.983613445378,DL,0.57563025210084,265.524087591241,DL,0.57563025210084,265.524087591241
Table 6,2016,1,30647,33192,"Cleveland, OH (Metropolitan Area)","Sacramento, CA",2123,65.1648351648352,293.887352445194,UA,0.354131534569983,318.541904761905,DL,0.126475548060708,266.664
Table 6,2016,1,30647,33195,"Cleveland, OH (Metropolitan Area)","Tampa, FL (Metropolitan Area)",927,747.692307692308,149.251969429747,WN,0.290123456790123,181.009979736575,NK,0.208112874779541,92.0245762711864
Table 6,2016,1,30647,33198,"Cleveland, OH (Metropolitan Area)","Kansas City, MO",711,136.043956043956,262.430290791599,WN,0.437802907915994,263.178228782288,DL,0.287560581583199,250.814606741573
Table 6,2016,1,30647,33214,"Cleveland, OH (Metropolitan Area)","San Antonio, TX",1240,135.054945054945,271.572579332791,WN,0.288852725793328,234.620563380282,WN,0.288852725793328,234.620563380282
Table 6,2016,1,30647,33244,"Cleveland, OH (Metropolitan Area)","Memphis, TN",622,64.8351648351648,283.771694915254,DL,0.430508474576271,276.657874015748,DL,0.430508474576271,276.657874015748
Table 6,2016,1,30647,33277,"Cleveland, OH (Metropolitan Area)","Montgomery, AL",676,12.8571428571429,229.508547008547,DL,0.658119658119658,226.819480519481,DL,0.658119658119658,226.819480519481
Table 6,2016,1,30647,33316,"Cleveland, OH (Metropolitan Area)","Omaha, NE",754,44.7252747252747,269.874692874693,WN,0.402948402948403,243.02256097561,WN,0.402948402948403,243.02256097561
Table 6,2016,1,30647,33342,"Cleveland, OH (Metropolitan Area)","Milwaukee, WI",361,105.494505494505,275.868541666667,UA,0.755208333333333,286.068689655172,DL,0.183333333333333,247.498295454545
Table 6,2016,1,30647,33360,"Cleveland, OH (Metropolitan Area)","Melbourne, FL",920,19.2307692307692,170.188571428571,DL,0.72,164.403968253968,DL,0.72,164.403968253968
Table 6,2016,1,30647,33485,"Cleveland, OH (Metropolitan Area)","Madison, WI",434,25.9340659340659,332.466949152542,UA,0.478813559322034,329.970796460177,DL,0.372881355932203,323.226136363636
Table 6,2016,1,30647,33495,"Cleveland, OH (Metropolitan Area)","New Orleans, LA",917,166.593406593407,236.737269129288,DL,0.368073878627968,219.968637992832,DL,0.368073878627968,219.968637992832
Table 6,2016,1,30647,33570,"Cleveland, OH (Metropolitan Area)","San Diego, CA",2045,189.340659340659,298.58450377249,UA,0.362159024956471,307.551282051282,WN,0.273360417875798,262.028874734607
Table 6,2016,1,30647,33667,"Cleveland, OH (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",435,49.010989010989,221.118609865471,AA,0.55829596412556,238.724096385542,WN,0.172645739910314,174.980519480519
Table 6,2016,1,30647,33728,"Cleveland, OH (Metropolitan Area)","Pensacola, FL",811,39.4505494505495,238.797771587744,DL,0.540389972144847,229.955670103093,WN,0.225626740947075,210.281481481481
Table 6,2016,1,30647,33795,"Cleveland, OH (Metropolitan Area)","Jacksonville/Camp Lejeune, NC",509,11.978021978022,192.698165137615,AA,0.73394495412844,197.495,DL,0.26605504587156,179.465517241379
Table 6,2016,1,30647,33851,"Cleveland, OH (Metropolitan Area)","Oklahoma City, OK",957,37.8021978021978,300.581395348837,DL,0.421511627906977,295.451034482759,AA,0.27906976744186,286.56875
Table 6,2016,1,30647,34027,"Cleveland, OH (Metropolitan Area)","West Palm Beach/Palm Beach, FL",1020,121.428571428571,200.301538461538,DL,0.411764705882353,202.111868131868,WN,0.137556561085973,197.477631578947
Table 6,2016,1,30647,34057,"Cleveland, OH (Metropolitan Area)","Portland, OR",2078,99.010989010989,295.027081021088,UA,0.409544950055494,300.824932249323,AA,0.1165371809101,260.346666666667
Table 6,2016,1,30647,34082,"Cleveland, OH (Metropolitan Area)","Punta Gorda, FL",965,59.2307692307692,103.78478664193,G4,1,103.78478664193,G4,1,103.78478664193
Table 6,2016,1,30647,34100,"Cleveland, OH (Metropolitan Area)","Philadelphia, PA",363,270,280.919129019129,AA,0.894179894179894,288.556668183887,DL,0.0309320309320309,178.907894736842
Table 6,2016,1,30647,34262,"Cleveland, OH (Metropolitan Area)","Palm Springs, CA",1976,27.9120879120879,310.881496062992,UA,0.523622047244094,322.533834586466,AA,0.417322834645669,291.916037735849
Table 6,2016,1,30647,34321,"Cleveland, OH (Metropolitan Area)","Portland, ME",609,20,242.976923076923,AA,0.313186813186813,317.508771929825,UA,0.214285714285714,198.958974358974
Table 6,2016,1,30647,34492,"Cleveland, OH (Metropolitan Area)","Raleigh/Durham, NC",416,152.197802197802,184.809386281588,DL,0.532129963898917,180.078833107191,UA,0.130685920577617,178.046408839779
Table 6,2016,1,30647,34524,"Cleveland, OH (Metropolitan Area)","Richmond, VA",362,32.4175824175824,248.757288135593,AA,0.610169491525424,255.906111111111,DL,0.220338983050847,231.884615384615
Table 6,2016,1,30647,34570,"Cleveland, OH (Metropolitan Area)","Reno, NV",2014,41.3186813186813,272.379521276596,WN,0.465425531914894,228.890857142857,WN,0.465425531914894,228.890857142857
