"event_name","event_name_analyzed","event_code","fk_program_seasons","event_subtype","event_subtype_moniker","event_type","event_venue","event_venue_sort","event_venue_analyzed","event_stateprov","event_country","event_city","event_address1","event_address2","date_end","date_start","event_postalcode","event_season","capacity_total","event_web_url","flag_bag_and_tag_event","program_code_display","program_name","flag_display_in_vims","ff_event_type_sort_order","countryCode","open_capacity","event_fee_currency","hotel_document","id","lat","lon","event_venue_room","event_fee_base","community_event_contact_name_first","community_event_contact_name_last","community_event_contact_email"
"New York Tech Valley Regional","New York Tech Valley Regional","NYTR",247,"Regional","Regional","FRC","Rensselaer Polytechnic Institute","Rensselaer Polytechnic Institute","Rensselaer Polytechnic Institute","NY","USA","Troy","ECAV Arena","80 Peoples Drive","2018-03-17T00:00:00","2018-03-14T00:00:00","12180",2018,36,"http://www.techvalleyfirst.org",true,"FRC","FIRST Robotics Competition",true,3,"US",13,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28005,42.744,-73.60512,,,"","",""
"Northern Lights Regional","Northern Lights Regional","MNDU2",247,"Regional","Regional","FRC","DECC Arena/Edmund Fitzgerald Exhibit Hall","DECC Arena/Edmund Fitzgerald Exhibit Hall","DECC Arena/Edmund Fitzgerald Exhibit Hall","MN","USA","Duluth","Duluth Entertainment Convention Center","350 Harbor Drive","2018-03-10T00:00:00","2018-03-07T00:00:00","55802",2018,60,"http://www.mnfirst.org",true,"FRC","FIRST Robotics Competition",true,3,"US",21,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27983,46.767393,-92.11547,,,"","","lfshimizu@gmail.com"
"ONT District Durham College Event","ONT District Durham College Event","ONOSH",247,"Qualifying Event","District Event","FRC","Durham College","Durham College","Durham College","ON","Canada","Oshawa","Campus Wellness & Recreation Center","2000 Simcoe Street North","2018-03-04T00:00:00","2018-03-02T00:00:00","L1H 7K4",2018,38,"http://www.firstroboticscanada.org/events/category/frc/list/",true,"FRC","FIRST Robotics Competition",true,200,"CA",11,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28091,43.93189,-78.9107,,,,,
"ONT District Georgian College Event","ONT District Georgian College Event","ONBAR",247,"Qualifying Event","District Event","FRC","Georgian College - Athletic and Fitness / Student Life Centre","Georgian College - Athletic and Fitness / Student Life Centre","Georgian College - Athletic and Fitness / Student Life Centre","ON","Canada","Barrie","1 Georgian Drive",,"2018-03-04T00:00:00","2018-03-02T00:00:00","L4M 3X9",2018,28,"http://www.firstroboticscanada.org/events/category/frc/list/",true,"FRC","FIRST Robotics Competition",true,200,"CA",12,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28093,44.390484,-79.685682,,,,,
"ONT District McMaster University Event","ONT District McMaster University Event","ONHAM",247,"Qualifying Event","District Event","FRC","McMaster University","McMaster University","McMaster University","ON","Canada","Hamilton","1280 Main Street West",,"2018-04-08T00:00:00","2018-04-06T00:00:00","L8S 4K1",2018,38,"http://www.firstroboticscanada.org/events/category/frc/list/",true,"FRC","FIRST Robotics Competition",true,200,"CA",19,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28097,43.257926,-79.918986,,,,,
"ONT District North Bay Event","ONT District North Bay Event","ONNOB",247,"Qualifying Event","District Event","FRC","Nipissing University","Nipissing University","Nipissing University","ON","Canada","North Bay","Robert J. Surtees Athletic Centre","100 College Drive","2018-03-31T00:00:00","2018-03-29T00:00:00","P1B 8K9",2018,36,"http://www.firstroboticscanada.org/events/category/frc/list/",true,"FRC","FIRST Robotics Competition",true,200,"CA",32,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27999,46.311308,-79.461959,,,,,
"ONT District Ryerson University Event","ONT District Ryerson University Event","ONTO1",247,"Qualifying Event","District Event","FRC","Ryerson University","Ryerson University","Ryerson University","ON","Canada","Toronto","Mattamy Athletic Centre","50 Carlton Street","2018-03-17T00:00:00","2018-03-15T00:00:00","M5B 1J2",2018,38,"http://www.firstroboticscanada.org/events/category/frc/list/",true,"FRC","FIRST Robotics Competition",true,200,"CA",17,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27907,43.66156,-79.381227,"",,"","",
"ONT District University of Waterloo Event","ONT District University of Waterloo Event","ONWAT",247,"Qualifying Event","District Event","FRC","University of Waterloo","University of Waterloo","University of Waterloo","ON","Canada","Waterloo","Physical Activities Complex","200 University Avenue West","2018-03-24T00:00:00","2018-03-22T00:00:00","N2L 3G1",2018,32,"http://www.firstroboticscanada.org/events/category/frc/list/",true,"FRC","FIRST Robotics Competition",true,200,"CA",16,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27901,43.46629,-80.54016,"",,"","",
"ONT District Western University, Engineering Event","ONT District Western University, Engineering Event","ONLON",247,"Qualifying Event","District Event","FRC","Western University","Western University","Western University","ON","Canada","London","Thompson Recreation and Athletic Centre (TRAC)","Western Road & Sarnia Road","2018-04-08T00:00:00","2018-04-06T00:00:00","N6A 5B9",2018,38,"http://www.firstroboticscanada.org/events/category/frc/list/",true,"FRC","FIRST Robotics Competition",true,200,"CA",21,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28095,43.008774,-81.2611,,,,,
"ONT District Windsor Essex Great Lakes Event","ONT District Windsor Essex Great Lakes Event","ONWIN",247,"Qualifying Event","District Event","FRC","University of Windsor","University of Windsor","University of Windsor","ON","Canada","Windsor","St. Denis Centre","2555 College Avenue","2018-03-31T00:00:00","2018-03-29T00:00:00","N9B 3P4",2018,38,"http://www.firstroboticscanada.org/events/category/frc/list/",true,"FRC","FIRST Robotics Competition",true,200,"CA",25,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28025,42.30565,-83.06569,,,,,
"ONT District York University Event","ONT District York University Event","ONNYO",247,"Qualifying Event","District Event","FRC","York University","York University","York University","ON","Canada","North York","Tait McKenzie Centre","1 Thompson Rd","2018-03-25T00:00:00","2018-03-23T00:00:00","M3J 1P3",2018,36,"http://www.firstroboticscanada.org/events/category/frc/list/",true,"FRC","FIRST Robotics Competition",true,200,"CA",17,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27959,43.77676,-79.49459,"",,"","",
"Dallas Regional","Dallas Regional","TXDA",247,"Regional","Regional","FRC","Irving Convention Center","Irving Convention Center","Irving Convention Center","TX","USA","Irving","500 West Las Colinas Boulevard  ",,"2018-03-04T00:00:00","2018-03-01T00:00:00","75039",2018,48,"http://www.DallasFRC.org/",true,"FRC","FIRST Robotics Competition",true,3,"US",9,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27933,32.888686,-96.943428,"",,"","",
"El Paso Regional","El Paso Regional","TXEL",247,"Regional","Regional","FRC","Judson F. Williams Convention Center","Judson F. Williams Convention Center","Judson F. Williams Convention Center","TX","USA","El Paso","One Civic Center Plaza",,"2018-03-31T00:00:00","2018-03-28T00:00:00","79901",2018,40,"http://firstintexas.org/regions/alamo-region/brazos-valley-frc-regional/",true,"FRC","FIRST Robotics Competition",true,3,"US",33,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28133,31.760394,-106.487292,,,,,
"FIM District Alpena Event","FIM District Alpena Event","MIALP",247,"Qualifying Event","District Event","FRC","Alpena High School","Alpena High School","Alpena High School","MI","USA","Alpena","3303 S 3rd Avenue",,"2018-04-07T00:00:00","2018-04-05T00:00:00","49707",2018,40,"http://www.firstinmichigan.org",true,"FRC","FIRST Robotics Competition",true,200,"US",32,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",33161,45.075555,-83.478059,,,,,
"FIM District Belleville Event","FIM District Belleville Event","MIBEL",247,"Qualifying Event","District Event","FRC","Belleville High School","Belleville High School","Belleville High School","MI","USA","Belleville","501 W Columbia Avenue",,"2018-03-24T00:00:00","2018-03-22T00:00:00","48111",2018,40,"http://www.firstinmichigan.org",true,"FRC","FIRST Robotics Competition",true,200,"US",33,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27989,42.174217,-83.489647,,,"","",""
"FIM District Center Line Event","FIM District Center Line Event","MICEN",247,"Qualifying Event","District Event","FRC","Center Line High School","Center Line High School","Center Line High School","MI","USA","Center Line","26300 Arsenal",,"2018-03-10T00:00:00","2018-03-08T00:00:00","48015",2018,40,"http://www.firstinmichigan.org",true,"FRC","FIRST Robotics Competition",true,200,"US",14,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27943,42.480245,-83.025107,"",,"","",
"FIM District East Kentwood Event","FIM District East Kentwood Event","MIKEN",247,"Qualifying Event","District Event","FRC","East Kentwood High School","East Kentwood High School","East Kentwood High School","MI","USA","Kentwood","6230 Kalamazoo Avenue SE",,"2018-03-31T00:00:00","2018-03-29T00:00:00","49508",2018,40,"http://www.firstinmichigan.org",true,"FRC","FIRST Robotics Competition",true,200,"US",23,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28051,42.873625,-85.625143,,,"","",
"FIM District Escanaba Event","FIM District Escanaba Event","MIESC",247,"Qualifying Event","District Event","FRC","Escanaba High School","Escanaba High School","Escanaba High School","MI","USA","Escanaba","500 S. Lincoln Road",,"2018-03-17T00:00:00","2018-03-15T00:00:00","49829",2018,40,"http://www.firstinmichigan.org",true,"FRC","FIRST Robotics Competition",true,200,"US",20,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28031,45.749678,-87.096833,,,"","",
"FIM District Gibraltar Event","FIM District Gibraltar Event","MIGIB",247,"Qualifying Event","District Event","FRC","Carlson High School","Carlson High School","Carlson High School","MI","USA","Gibraltar","30550 W Jefferson Avenue",,"2018-03-03T00:00:00","2018-03-01T00:00:00","48173",2018,40,"http://www.firstinmichigan.org",true,"FRC","FIRST Robotics Competition",true,200,"US",29,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",33147,42.073111,-83.223109,,,,,
"FIM District Gull Lake Event","FIM District Gull Lake Event","MIGUL",247,"Qualifying Event","District Event","FRC","Gull Lake High School","Gull Lake High School","Gull Lake High School","MI","USA","Richland","7753 N. 34th Street",,"2018-03-17T00:00:00","2018-03-15T00:00:00","49083",2018,40,"http://www.firstinmichigan.org/",true,"FRC","FIRST Robotics Competition",true,200,"US",25,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28105,42.376617,-85.447312,,,,,
"FIM District Kettering University Event #1","FIM District Kettering University Event #1","MIKET",247,"Qualifying Event","District Event","FRC","Kettering University","Kettering University","Kettering University","MI","USA","Flint","Recreation Center","1700 University Avenue","2018-03-03T00:00:00","2018-03-01T00:00:00","48504",2018,40,"http://www.firstinmichigan.org",true,"FRC","FIRST Robotics Competition",true,200,"US",17,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27941,43.035862,-83.74276,"",,"","",
"FIM District Kettering University Event #2","FIM District Kettering University Event #2","MIKE2",247,"Qualifying Event","District Event","FRC","Kettering University","Kettering University","Kettering University","MI","USA","Flint","Recreation Center","1700 University Avenue","2018-03-10T00:00:00","2018-03-08T00:00:00","48504",2018,40,"http://www.firstinmichigan.org",true,"FRC","FIRST Robotics Competition",true,200,"US",23,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28081,43.035862,-83.74276,,,"","",
"FIM District Lake Superior State University Event","FIM District Lake Superior State University Event","MILSU",247,"Qualifying Event","District Event","FRC","Lake Superior State University","Lake Superior State University","Lake Superior State University","MI","USA","Sault Ste. Marie","650 W. Easterday Avenue",,"2018-04-07T00:00:00","2018-04-05T00:00:00","49783",2018,40,"http://www.firstinmichigan.org",true,"FRC","FIRST Robotics Competition",true,200,"US",32,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28085,46.478524,-84.355204,,,"","",
"FIM District Lakeview Event","FIM District Lakeview Event","MILAK",247,"Qualifying Event","District Event","FRC","Lakeview High School","Lakeview High School","Lakeview High School","MI","USA","Battle Creek","15060 Helmer Rd S",,"2018-04-07T00:00:00","2018-04-05T00:00:00","49015",2018,40,"http://www.firstinmichigan.org",true,"FRC","FIRST Robotics Competition",true,200,"US",32,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28083,42.30102,-85.2291,,,"","",
"FIM District Lansing Event","FIM District Lansing Event","MILAN",247,"Qualifying Event","District Event","FRC","Mason High School","Mason High School","Mason High School","MI","USA","Mason","1001 S. Barns Street",,"2018-03-24T00:00:00","2018-03-22T00:00:00","48854",2018,40,"http://www.firstinmichigan.org",true,"FRC","FIRST Robotics Competition",true,200,"US",20,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28037,42.584076,-84.437704,,,"","",
"FIM District Lincoln Event","FIM District Lincoln Event","MILIN",247,"Qualifying Event","District Event","FRC","Lincoln High School","Lincoln High School","Lincoln High School","MI","USA","Ypsilanti","7425 Willis Road",,"2018-03-17T00:00:00","2018-03-15T00:00:00","48197",2018,40,"http://www.firstinmichigan.org",true,"FRC","FIRST Robotics Competition",true,200,"US",20,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",33177,42.233132,-83.623767,,,,,
"FIM District Livonia Event","FIM District Livonia Event","MILIV",247,"Qualifying Event","District Event","FRC","Churchill High School","Churchill High School","Churchill High School","MI","USA","Livonia","8900 Newburgh Road",,"2018-03-31T00:00:00","2018-03-29T00:00:00","48150",2018,40,"http://www.firstinmichigan.org",true,"FRC","FIRST Robotics Competition",true,200,"US",26,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27963,42.366557,-83.370612,"",,"","",
"FIM District Marysville Event","FIM District Marysville Event","MIMAR",247,"Qualifying Event","District Event","FRC","Marysville High School","Marysville High School","Marysville High School","MI","USA","Marysville","555 E. Huron Blvd.",,"2018-04-07T00:00:00","2018-04-05T00:00:00","48040",2018,40,"http://www.firstinmichigan.org",true,"FRC","FIRST Robotics Competition",true,200,"US",30,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27997,42.914675,-82.480996,,,"","",
"FIM District Midland Event","FIM District Midland Event","MIMID",247,"Qualifying Event","District Event","FRC","H.H. Dow High School","H.H. Dow High School","H.H. Dow High School","MI","USA","Midland","3901 N. Saginaw Road",,"2018-03-24T00:00:00","2018-03-22T00:00:00","48640",2018,40,"http://www.firstinmichigan.org",true,"FRC","FIRST Robotics Competition",true,200,"US",7,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28033,43.630483,-84.274746,,,"","",
"FIM District Milford Event","FIM District Milford Event","MIMIL",247,"Qualifying Event","District Event","FRC","Milford High School","Milford High School","Milford High School","MI","USA","Milford","2380 S Milford Road",,"2018-03-17T00:00:00","2018-03-15T00:00:00","48357",2018,40,"http://www.firstinmichigan.org",true,"FRC","FIRST Robotics Competition",true,200,"US",28,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",33149,42.656319,-83.63633,,,,,
"FIM District Shepherd Event","FIM District Shepherd Event","MISHE",247,"Qualifying Event","District Event","FRC","Shepherd High School","Shepherd High School","Shepherd High School","MI","USA","Shepherd","100 E Hall Street",,"2018-03-31T00:00:00","2018-03-29T00:00:00","48883",2018,40,"http://www.firstinmichigan.org",true,"FRC","FIRST Robotics Competition",true,200,"US",33,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28141,43.52386,-84.731401,,,,,
"Hub City Regional","Hub City Regional","TXLU",247,"Regional","Regional","FRC","South Plains Fairgrounds","South Plains Fairgrounds","South Plains Fairgrounds","TX","USA","Lubbock","1012 Avenue A",,"2018-03-10T00:00:00","2018-03-07T00:00:00","79401",2018,50,"http://hubcityregional.com",true,"FRC","FIRST Robotics Competition",true,3,"US",37,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27993,33.584601,-101.846676,,,,,
"Hudson Valley Regional","Hudson Valley Regional","NYSU",247,"Regional","Regional","FRC","Rockland Community College - Athletic Center","Rockland Community College - Athletic Center","Rockland Community College - Athletic Center","NY","USA","Suffern","145 College Road",,"2018-03-25T00:00:00","2018-03-22T00:00:00","10901",2018,48,"http://www.nycfirst.org",true,"FRC","FIRST Robotics Competition",true,3,"US",25,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28131,41.127671,-74.111934,,,,,
"IN District Plainfield Event","IN District Plainfield Event","INPLA",247,"Qualifying Event","District Event","FRC","Plainfield High School","Plainfield High School","Plainfield High School","IN","USA","Plainfield","1 Red Pride Drive",,"2018-03-25T00:00:00","2018-03-23T00:00:00","46168",2018,38,"http://www.indianafirst.org",true,"FRC","FIRST Robotics Competition",true,200,"US",19,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28041,39.709427,-86.395053,,,"","",
"IN District St. Joseph Event","IN District St. Joseph Event","INMIS",247,"Qualifying Event","District Event","FRC","Penn High School","Penn High School","Penn High School","IN","USA","Mishawaka","56100 N Bittersweet Road",,"2018-03-11T00:00:00","2018-03-09T00:00:00","46545",2018,38,"http://www.indianafirst.org",true,"FRC","FIRST Robotics Competition",true,200,"US",20,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28039,41.680563,-86.160151,,,"","",
"IN District Tippecanoe Event","IN District Tippecanoe Event","INWLA",247,"Qualifying Event","District Event","FRC","William Henry Harrison High School","William Henry Harrison High School","William Henry Harrison High School","IN","USA","West Lafayette","5701 N 50 W",,"2018-03-31T00:00:00","2018-03-29T00:00:00","47906",2018,36,"http://www.indianafirst.org",true,"FRC","FIRST Robotics Competition",true,200,"US",26,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27877,40.495856,-86.96718,"",,"","",""
"ISR District Event #1","ISR District Event #1","ISDE1",247,"Qualifying Event","District Event","FRC","Drive In Arena / Sholomo Group Arena","Drive In Arena / Sholomo Group Arena","Drive In Arena / Sholomo Group Arena","TA","Israel","Tel Aviv-Yafo","Isaac Remba St 7",,"2018-03-06T00:00:00","2018-03-05T00:00:00","00000",2018,35,"http://firstisrael.org.il",true,"FRC","FIRST Robotics Competition",true,200,"IL",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28119,0,0,,,,,
"ISR District Event #2","ISR District Event #2","ISDE2",247,"Qualifying Event","District Event","FRC","Drive In Arena / Sholomo Group Arena","Drive In Arena / Sholomo Group Arena","Drive In Arena / Sholomo Group Arena","TA","Israel","Tel Aviv-Yafo","Isaac Remba St 7",,"2018-03-08T00:00:00","2018-03-07T00:00:00","00000",2018,35,"http://firstisrael.org.il",true,"FRC","FIRST Robotics Competition",true,200,"IL",24,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28121,0,0,,,,,
"ISR District Event #3","ISR District Event #3","ISDE3",247,"Qualifying Event","District Event","FRC","TBD","TBD","TBD","HA","Israel","Haifa","TBD",,"2018-03-13T00:00:00","2018-03-12T00:00:00","00000",2018,35,"http://firstisrael.org.il",true,"FRC","FIRST Robotics Competition",true,200,"IL",33,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28123,0,0,,,,,
"ISR District Event #4","ISR District Event #4","ISDE4",247,"Qualifying Event","District Event","FRC","TBD","TBD","TBD","HA","Israel","Haifa","TBD",,"2018-03-15T00:00:00","2018-03-14T00:00:00","00000",2018,35,"http://firstisrael.org.il",true,"FRC","FIRST Robotics Competition",true,200,"IL",31,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28125,0,0,,,,,
"Idaho Regional","Idaho Regional","IDBO",247,"Regional","Regional","FRC","Boise State University at Taco Bell Arena","Boise State University at Taco Bell Arena","Boise State University at Taco Bell Arena","ID","USA","Boise","1401 Bronco Lane",,"2018-03-31T00:00:00","2018-03-28T00:00:00","83725",2018,38,,true,"FRC","FIRST Robotics Competition",true,3,"US",26,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28079,43.605516,-116.19918,,,,,
"Indiana State Championship","Indiana State Championship","INCMP",247,"Qualifying Championship","District Championship","FRC","Kokomo Memorial Gymnasium","Kokomo Memorial Gymnasium","Kokomo Memorial Gymnasium","IN","USA","Kokomo","5 E Superior Street",,"2018-04-14T00:00:00","2018-04-12T00:00:00","46901",2018,32,"http://www.indianafirst.org",true,"FRC","FIRST Robotics Competition",true,100,"US",32,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28043,40.490485,-86.147278,,,"","",
"Iowa Regional","Iowa Regional","IACF",247,"Regional","Regional","FRC","McLeod Center/UNI Dome","McLeod Center/UNI Dome","McLeod Center/UNI Dome","IA","USA","Cedar Falls","2501 Hudson Road",,"2018-03-24T00:00:00","2018-03-21T00:00:00","50614",2018,63,"http://iafirst.org/",true,"FRC","FIRST Robotics Competition",true,3,"US",34,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28045,42.509279,-92.460752,,,"","",
"Istanbul Regional","Istanbul Regional","TUIS",247,"Regional","Regional","FRC","Ulker Spor Ve Etkinlik Salonu","Ulker Spor Ve Etkinlik Salonu","Ulker Spor Ve Etkinlik Salonu","34","Turkey","Bari Atasehir","Barbaros Mah., Ihlamur Sk.",,"2018-03-12T00:00:00","2018-03-09T00:00:00","34746",2018,55,"http://www.fikretyukselfoundation.org/",true,"FRC","FIRST Robotics Competition",true,3,"TR",35,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",32877,39.9844,34.1812,,,,,
"Laguna Regional","Laguna Regional","MXTO",247,"Regional","Regional","FRC","ITESM Campus Laguna - Santiago Garza de la Mora","ITESM Campus Laguna - Santiago Garza de la Mora","ITESM Campus Laguna - Santiago Garza de la Mora","COA","Mexico","Torreon","Paseo del Tecnologico #751",,"2018-03-24T00:00:00","2018-03-21T00:00:00","27250",2018,48,"http://www.firstlagunaregional.com.mx/",true,"FRC","FIRST Robotics Competition",true,3,"MX",33,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28115,15.709,-92.7076,,,,,
"Lake Superior Regional","Lake Superior Regional","MNDU",247,"Regional","Regional","FRC","DECC Arena/South Pioneer Hall","DECC Arena/South Pioneer Hall","DECC Arena/South Pioneer Hall","MN","USA","Duluth","Duluth Entertainment Convention Center","350 Harbor Drive","2018-03-10T00:00:00","2018-03-07T00:00:00","55802",2018,63,"http://www.mnfirst.org",true,"FRC","FIRST Robotics Competition",true,3,"US",22,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27955,46.767393,-92.11547,"",,"","","lfshimizu@gmail.com"
"Las Vegas Regional","Las Vegas Regional","NVLV",247,"Regional","Regional","FRC","Thomas & Mack Center","Thomas & Mack Center","Thomas & Mack Center","NV","USA","Las Vegas","4505 S. Maryland Parkway",,"2018-03-24T00:00:00","2018-03-21T00:00:00","89154",2018,45,"http://www.firstnevada.org",true,"FRC","FIRST Robotics Competition",true,3,"US",35,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27911,36.086541,-115.146079,"",,"","",""
"Lone Star Central Regional","Lone Star Central Regional","TXHO",247,"Regional","Regional","FRC","Strake Jesuit College Preparatory","Strake Jesuit College Preparatory","Strake Jesuit College Preparatory","TX","USA","Houston","8900 Bellaire Blvd",,"2018-03-17T00:00:00","2018-03-14T00:00:00","77036",2018,44,"http://houston.txfirst.org",true,"FRC","FIRST Robotics Competition",true,3,"US",29,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27913,29.701008,-95.536659,"",,"Lucia","Sevcik","lsevcik810@aol.com"
"Lone Star South Regional","Lone Star South Regional","TXPA",247,"Regional","Regional","FRC","San Jacinto Community College","San Jacinto Community College","San Jacinto Community College","TX","USA","Pasadena","8060 Spencer Highway",,"2018-04-07T00:00:00","2018-04-04T00:00:00","77505",2018,30,"http://houston.txfirst.org",true,"FRC","FIRST Robotics Competition",true,3,"US",17,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28135,29.654184,-95.149733,,,,,
"Los Angeles Regional","Los Angeles Regional","CAPO",247,"Regional","Regional","FRC","Fairplex","Fairplex","Fairplex","CA","USA","Pomona","1101 W. McKinley Avenue",,"2018-03-17T00:00:00","2018-03-14T00:00:00","91768",2018,54,"http://www.firstlaregional.com",true,"FRC","FIRST Robotics Competition",true,3,"US",12,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27871,34.068677,-117.774134,"",,"","",
"MAR District Bridgewater-Raritan Event","MAR District Bridgewater-Raritan Event","NJBRI",247,"Qualifying Event","District Event","FRC","Bridgewater-Raritan High School","Bridgewater-Raritan High School","Bridgewater-Raritan High School","NJ","USA","Bridgewater","600 Garretson Road",,"2018-03-18T00:00:00","2018-03-16T00:00:00","08807",2018,38,"http://www.midatlanticrobotics.com/",true,"FRC","FIRST Robotics Competition",true,200,"US",20,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27977,40.593164,-74.619513,"",,"","",
"MAR District Hatboro-Horsham Event","MAR District Hatboro-Horsham Event","PAHAT",247,"Qualifying Event","District Event","FRC","Hatboro-Horsham High School","Hatboro-Horsham High School","Hatboro-Horsham High School","PA","USA","Horsham","899 Horsham Road",,"2018-03-04T00:00:00","2018-03-02T00:00:00","19044",2018,38,"http://www.midatlanticrobotics.com/",true,"FRC","FIRST Robotics Competition",true,200,"US",10,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27975,40.182463,-75.150115,"",,"","",
"MAR District Montgomery Event","MAR District Montgomery Event","NJSKI",247,"Qualifying Event","District Event","FRC","Montgomery Township High School","Montgomery Township High School","Montgomery Township High School","NJ","USA","Skillman","1016 Route 601",,"2018-03-25T00:00:00","2018-03-23T00:00:00","08558",2018,38,"http://www.midatlanticrobotics.com/",true,"FRC","FIRST Robotics Competition",true,200,"US",32,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27855,40.416194,-74.695442,"",,"","",
"MAR District Mount Olive Event","MAR District Mount Olive Event","NJFLA",247,"Qualifying Event","District Event","FRC","Mount Olive High School","Mount Olive High School","Mount Olive High School","NJ","USA","Flanders","18 Corey Road",,"2018-03-11T00:00:00","2018-03-09T00:00:00","07836",2018,38,"http://www.midatlanticrobotics.com/",true,"FRC","FIRST Robotics Competition",true,200,"US",4,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27979,40.853244,-74.708204,"",,"","",
"MAR District Seneca Event","MAR District Seneca Event","NJTAB",247,"Qualifying Event","District Event","FRC","Seneca High School","Seneca High School","Seneca High School","NJ","USA","Tabernacle","110 Carranza Road",,"2018-03-25T00:00:00","2018-03-23T00:00:00","08088",2018,38,"http://www.midatlanticrobotics.com/",true,"FRC","FIRST Robotics Competition",true,200,"US",27,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27981,39.820757,-74.694484,"",,"","",
"MAR District Springside Chestnut Hill Academy Event","MAR District Springside Chestnut Hill Academy Event","PAPHI",247,"Qualifying Event","District Event","FRC","Springside Chestnut Hill Academy","Springside Chestnut Hill Academy","Springside Chestnut Hill Academy","PA","USA","Philadelphia","500 West Willow Grove Avenue",,"2018-03-18T00:00:00","2018-03-16T00:00:00","19118",2018,34,"http://www.midatlanticrobotics.com/",true,"FRC","FIRST Robotics Competition",true,200,"US",29,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",27995,40.086847,-75.197968,,,"","",
"MAR District Westtown Event","MAR District Westtown Event","PAWCH",247,"Qualifying Event","District Event","FRC","Westtown School","Westtown School","Westtown School","PA","USA","West Chester","975 Westtown Road",,"2018-03-11T00:00:00","2018-03-09T00:00:00","19382",2018,38,"http://www.midatlanticrobotics.com",true,"FRC","FIRST Robotics Competition",true,200,"US",20,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",28015,39.942544,-75.597966,,,"","",
