"team_number_yearly","team_name_calc","team_nickname","team_city","team_stateprov","team_postalcode","profile_year","fk_program_seasons","team_rookieyear","team_web_url","team_country","countryCode","team_type","program_code_display","program_name","lat","lon"
4003,"Innotec/Countryside Greenhouse/Laser Dynamics/JR Automation Technologies/BizStream/Meekhof's Lakeside Docks/Allendale Robotics & Allendale High School & Jenison High School","TriSonics","Allendale","MI","49401",2018,247,2012,"http://www.allendalerobotics.com","USA","US","FRC","FRC","FIRST Robotics Competition",42.974447,-85.930121
4004,"Pribusin Inc/Kaydon Bearings/Lorin Industries/Bernie O's Pizza/Smart Vision Lights/Automated Industrial Motion&Muskegon Area Robotics Students, Inc.","M.A.R.S. Rovers","Muskegon","MI","49442",2018,247,2012,"www.team4004.com","USA","US","FRC","FRC","FIRST Robotics Competition",43.233938,-86.169837
4005,"Hostile Gato Robotics/Fort Gibson Education Foundation/Farm Bureau Insurance-Scott Abbott/DOD STEM/Georgia Pacific/Renfro Electric/Muskogee Manufacturing/OG&E&Fort Gibson Hs","Hostile Gato Robotics","Fort Gibson","OK","74434",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",35.80185,-95.25093
4006,"Arrow Electronics & Central Islip Senior High School","CIBorgs","Central Islip","NY","11722",2018,247,2012,"http://www.centralislip.k12.ny.us/webpages/robotics/","USA","US","FRC","FRC","FIRST Robotics Competition",40.77912,-73.19142
4007,"Delastek & Séminaire Sainte-Marie","Les Cactus","Shawinigan","QC","G9N 4V9",2018,247,2012,,"Canada","CA","FRC","FRC","FIRST Robotics Competition",46.57014,-72.73108
4008,"PIKE CENTRAL HIGH SCH","Theodore Roosevelt's Disco Haircut","Petersburg","IN","47567",2018,247,2012,"team4008.wix.com/firstrobotics","USA","US","FRC","FRC","FIRST Robotics Competition",38.4654,-87.3207
4009,"Lake Superior Consulting / Hartel's-DBJ Disposal / MN Power Employees Credit Union / Arrowhead Machinists / ISD 709 &Denfeld Senior High","Denfeld DNA Robotics","Duluth","MN","55807",2018,247,2012,"denfeldrobotics4009.org","USA","US","FRC","FRC","FIRST Robotics Competition",46.739838,-92.167853
4010,"Motorola Solutions Foundation/GE/National Instruments/Ford&Tecnologico de Monterrey, Campus Ciudad de Mexico","Nautilus","Tlalpan","DIF","Mexico",2018,247,2012,"http://www.nautilus4010.com","Mexico","MX","FRC","FRC","FIRST Robotics Competition",0,0
4011,"Mathy Construction/Best Buy/Ingersol Rand&Aquinas High School","πρbοtic   (pi robotics) ","La Crosse","WI","54601",2018,247,2012,"7rrc.org/aquinas","USA","US","FRC","FRC","FIRST Robotics Competition",43.795836,-91.221089
4012,"Con Edison&St. Joseph By-the-Sea high school","Bad News Bots","Staten Island","NY","10312",2018,247,2012,"www.josephsea.org","USA","US","FRC","FRC","FIRST Robotics Competition",40.542579,-74.178991
4013,"NASA/State of Florida/Mills & Nebraska Door & Trim/Lockheed Martin/Florida Fluid Power Society/Walt Disney World Co Design & Engineering & Orlando Science Middle High Charter","Clockwork Mania","Orlando","FL","32804",2018,247,2012,"http://www.clockworkmania.orlandosciencerobotics.org","USA","US","FRC","FRC","FIRST Robotics Competition",28.57378,-81.39719
4014,"ViaSat/Qualcomm/Leidos&High Tech High North Co","Top Hat Technicians","San Marcos","CA","92078",2018,247,2012,"http://tophattechnicians.com/","USA","US","FRC","FRC","FIRST Robotics Competition",33.114432,-117.168445
4015,"GMC & St. Joseph Secondary School","Jag","Mississauga","ON","L5V2B9",2018,247,2012,,"Canada","CA","FRC","FRC","FIRST Robotics Competition",0,0
4018,"Microchip/PADT/Gutierrez Family/Friends of 4018/The Scamperle Family & St Marys High School","Knight Bots","Phoenix","AZ","85004",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",33.450504,-112.06756
4019,"SolidWorks/The Paton Group & Bridges Academy","Mechanical Paradise","Studio City","CA","91604",2018,247,2012,"https://www.team4019.com","USA","US","FRC","FRC","FIRST Robotics Competition",34.144568,-118.390161
4020,"Kingsport City Schools/Eastman/Wood Group Mustang Engineering/Kiwanis/Energy Systems Group /Wellmont Health  System/Domtar/BWSC/Clark and Company/Kingsport Chamber of Commerce/Milligan College/Motion Industries/SMC /Tri-City Extrusion/Gates/RCAM/Fastenal/Lowe's/Chef's Pizzeria/Johnson Hillard/Eastman Credit Union &Dobyns - Bennett High","Cyber Tribe","Kingsport","TN","37664",2018,247,2012,"http://www.dbcybertribe.com/","USA","US","FRC","FRC","FIRST Robotics Competition",36.524127,-82.494146
4021,"LHI/Mathy Construction/Ingersoll Rand & Luther High School & Seven Rivers Robotics Coalition","igKnightion","Onalaska","WI","54650-3142",2018,247,2012,"www.igKnightion.com","USA","US","FRC","FRC","FIRST Robotics Competition",43.88582,-91.21725
4023,"BUFFALO ACADEMY OF SCIENCE CHARTER SCHOOL","Buff Sci-borgs","Buffalo","NY","14202",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",42.882757,-78.877245
4024,"Trinity Prep/Disney/Lockheed Martin/NuWind, LLC/Home Depot/Orlando Neurosurgery/Suresh Babu/Al Pergande/Garth Waters & Trinity Preparatory School","The Jokers","Winter Park","FL","32792",2018,247,2012,"jokersrobotics.com","USA","US","FRC","FRC","FIRST Robotics Competition",28.595103,-81.304723
4025,"Oak Rdge National Laboratory & Gibbs High School","War Eagles","Corryton","TN","37721",2018,247,2012,"N/A","USA","US","FRC","FRC","FIRST Robotics Competition",36.124806,-83.814477
4026,"GE Volunteers/Johnson Research and Development/Big Nerd Ranch/Decatur Education Foundation&Family/Community","Global Dynamics","Decatur","GA","30030",2018,247,2012,"http://DecaturRobotics.org","USA","US","FRC","FRC","FIRST Robotics Competition",33.773883,-84.295376
4027,"Centre County 4-H/ASME, Central Pennsylvania/TechKnowServ Corporation&Centre County 4-H","Centre County 4-H Robotics","State College","PA","16803",2018,247,2012,"http://www.centre4h-robotics.org/","USA","US","FRC","FRC","FIRST Robotics Competition",40.804602,-77.897038
4028,"Intelligrated/Mike's Nashville Hot/Phillips Edison and Company & Cincinnati Hills Christian Academy","The Beak Squad","Cincinnati","OH","45249",2018,247,2012,"www.beaksquad.org","USA","US","FRC","FRC","FIRST Robotics Competition",39.29058,-84.33469
4030,"The Boeing Company/OSPI/F5/Genie & Ingraham High School","NullPointerException","Seattle","WA","98133",2018,247,2012,"http://ingrahamrobotics.org/","USA","US","FRC","FRC","FIRST Robotics Competition",47.73966,-122.33334
4031,"Miller Welding and Machine/Jefferson County Fair & 4-H Force","4-H Force Team","Brookville","PA","15825",2018,247,2012,"http://www.wix.com/skm30/4-hforcerobotics","USA","US","FRC","FRC","FIRST Robotics Competition",41.1741,-79.0674
4034,"Design Mentor/Schneider Electric/Pelham Community Spirit Inc&Pelham High School","Pelham πthons Team 4034","Pelham","NH","03076",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",42.733541,-71.324077
4035,"Picatinny Arsenal&Orange High","Torbotix","Orange","NJ","07050",2018,247,2012,"http://ohsrobotics4035.webs.com/","USA","US","FRC","FRC","FIRST Robotics Competition",40.770499,-74.23781
4039,"Hamilton-Wentworth Catholic District School Board/Lincoln Electric - PythonX/ArcelorMittal Dofasco/Eaton/TD/GM Canada/Stanley & DeWalt Tools/McMaster-Mohawk W Booth School of Engineering Practice and Technology/CIMCORP Automation/Comfort First Heating and Cooling/Loudmouth Golf&St. Mary Catholic Secondary School","MakeShift Robotics","Hamilton","ON","L8S 2G7",2018,247,2012,"http://4039.ca","Canada","CA","FRC","FRC","FIRST Robotics Competition",43.25302,-79.92572
4041,"Abilis Solutions/TRC Engineering&Gardiner Area High School","Iron Tigers","Gardiner","ME","04345",2018,247,2012,"http://www.firstteam4041.com","USA","US","FRC","FRC","FIRST Robotics Competition",44.231489,-69.779004
4042,"Robotics Institute of Maine/Oak Grove Foundation/Google/Nate Klien/Bar Harbor Bank and Trust/G&E Roofing/Sappi - S.D. Warren Company/Hussey's General Store/OwnYourThings&Erskine Academy","Murphy's Lawyers","South China","ME","04358",2018,247,2012,"www.team4042.com","USA","US","FRC","FRC","FIRST Robotics Competition",44.398705,-69.582961
4043,"Evergreen Aviation and Space Museum/Autodesk/OnPoint Community Credit Union/Fastenal&4-H","NerdHerd","McMinnville","OR","97128",2018,247,2012,"www.nerdherd4043.org","USA","US","FRC","FRC","FIRST Robotics Competition",45.209606,-123.217803
4045,"The Rain Water Charitable Foundation/Texas Workforce Commission & O D Wyatt H S","Toxic Drones","Fort Worth","TX","76119",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",32.6805,-97.26498
4047,"Brin Wojcicki & Oakland Technical High","Cyber Dogz","Okland","CA","94621",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",37.755868,-122.188468
4048,"Solidworks/Intel/Bose/Raytheon/Daniels Insurance/Abbvie/Boston Scientific / Argosy Foundation/Bainwood, Huang & Associates, LLC&Westborough High","Redshift","Westborough","MA","01581",2018,247,2012,"www.team4048.org","USA","US","FRC","FRC","FIRST Robotics Competition",42.26661,-71.617194
4049,"Knoch Hs","Knoch Knights Robotics","Saxonburg","PA","16056",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",40.725323,-79.839817
4050,"Franklin County 4-H/TE Foundation/JLG Reaching Out/VFW Post #1599/Volvo Construction Equipment/The Lehman Family Foundation/Chambersburg Moose Lodge 842/The Minisci Family&Franklin County,  Pennsylvania","Biohazard","Chambersburg","PA","17202",2018,247,2012,"http://www.biohazard4050.org","USA","US","FRC","FRC","FIRST Robotics Competition",39.941877,-77.67391
4051,"Intel corperation/SPEEA, IFPTE Local 2001/Boeing Co./Blount/Les Schwab tire/Oregon massage and wellness clinic&Sabin-Schellenberg Center","Sabin-Sharks","Portland","OR","97267",2018,247,2012,"Sabin-Sharks.com","USA","US","FRC","FRC","FIRST Robotics Competition",45.40746,-122.610386
4053,"BASF/Ford, Bacon, & Davis Engineering & East Ascension High School & Dutchtown High School & St. Amant High School & Donaldsonville High School","Team Ascension","Gonzales","LA","70737",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",30.245951,-90.91605
4054,"Logistics Health/Mathy Construction/Ace of LaCrosse/LaCrosse glass and overhead door/Dahl Automotive & Central High","Robo Raiders","La Crosse","WI","54601",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",43.795836,-91.221089
4055,"Arconic/United Technologies/Whiting Mills LLC/Global Steering Systems, LLC/J&P Building and Remodeling, LLC/RoBrand Products, Inc.&Northwestern Regional High School","NRG","Winchester","CT","06098",2018,247,2012,"http://www.nrg4055.org","USA","US","FRC","FRC","FIRST Robotics Competition",41.921164,-73.067666
4056,"Colton Joint Unified School District/Ace Metals/WestRock Cerritos/Royal Wholesale Electric-CED Affliate Company/Student Transportation Services of America/Neff's Upholstery & Supplies/Universal Machining Services/Motion Industries&Colton High","ElectroTitans","Colton","CA","92324",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",34.03242,-117.2823
4057,"Oregon Department of Education / Klamath Community College / OIT / Dreyer Insurance Agency / Northwest Farm Credit Services / Collaborative Communication Group / The Wright Way, LLC / BLT Trucking / Bullet Rentals / Fenters Trucking & Klamath Basin Robotics","Klamath Basin Robotics - STEAMPUNK ","Klamath Falls","OR","97601",2018,247,2012,"klamathbasinrobotics.com","USA","US","FRC","FRC","FIRST Robotics Competition",42.221688,-121.796627
4060,"Chehalis Foundation/Boeing/OSPI Washington /SPEEA & W F West High School","S.W.A.G.","Chehalis","WA","98532",2018,247,2012,"swag4060.org","USA","US","FRC","FRC","FIRST Robotics Competition",46.63908,-123.01572
4061,"Schweitzer Engineering Laboratories/Inland Power and Light/LEIDOS/PENSAR/Digilent/Bezos Family Foundation&4-H Palouse Area Robotics Team","SciBorgs","Pullman","WA","99163",2018,247,2012,"http://sciborgs4061.com/","USA","US","FRC","FRC","FIRST Robotics Competition",46.765515,-117.1919
4063,"The Bank & Trust/San Felipe Del Rio Consolidated Independant School District Del Rio High School/SFDRCISD Career and Technical Education Department/Marathon Heater/Alcoa&Del Rio H S","TriKzR4Kidz","Del Rio","TX","78840",2018,247,2012,"www.facebook.com/team4063","USA","US","FRC","FRC","FIRST Robotics Competition",29.367308,-100.890893
4064,"Lockheed-Martin/University of Florida IFAS Extension, Marion County 4-H/Marion County Board of County Commissioners/City of Ocala/State of Florida&4-H Youth Development Organization","InZombiacs","Ocala","FL","34475",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",29.226341,-82.159076
4065,"Leidos/Lake County Schools/Affordable Pull Outs/Outback Steakhouse/Preferred Family Chiropractic/RGP and Company, Inc./Miss Trasea Fishing Charter/Bishop's Gate Sports Services & Lake Minneola High School","Nerds of Prey","Clermont","FL","34715",2018,247,2012,"www.thenerdsofprey.com","USA","US","FRC","FRC","FIRST Robotics Competition",28.592359,-81.799392
4067,"The Reidy Family / Howard County Public School System / Sony / Bowles Fluidics / Kendall Hardware / United Theraputics / Robotics Boosters & River Hill High & Clarksville Elementary","The Incredible Hawk","Clarksville","MD","21029",2018,247,2012,"http://riverhillrobotics.org","USA","US","FRC","FRC","FIRST Robotics Competition",39.201943,-76.948075
4068,"Lewis-Palmer School District 38/DoDSTEM/DuPuy Synthes/Palmer Ridge Foundation/Monument Hill Kiwanis/Northrop Grumman & Palmer Ridge High School","Palmer Ridge BEARbotics","Monument","CO","80132",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",39.100182,-104.849748
4069,"Laurentian University _ Goodman School of Mines/Technica Mining/Ionic Engineering/Hardline Solutions/Hatch/Stainless Steel Technologies (SST)/Fisher Wavy & Pioneer Construction&Lo-Ellen Park Secondary School","Lo-Ellen Robotics","Sudbury","ON","P3E 2P8",2018,247,2012,"www.loellenrobotics.ca","Canada","CA","FRC","FRC","FIRST Robotics Competition",46.45006,-80.9944
4073,"Custom Machine & Design Inc/MetGlas & Carolina Forest High","Robo Katz","Myrtle Beach","SC","29579",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",33.655004,-78.945276
4074,"Tick Tock Time/Santee Cooper & St. James High","Shark Bytes","Murrells Inlet","SC","29576",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",33.58677,-79.009455
4075,"NASA/MetGlas/Lowes/Home Depot/Horry County Schools & Conway High & Conway High","Robo Tigers","Conway","SC","29526",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",33.832026,-79.043531
4076,"General Electric / Rackspace / FIRST in TEXAS / Dell / Northwest ISD STEM Academy / Northwest ISD Career and Technology Education & Northwest H S","Texan Robotics","Justin","TX","76247",2018,247,2012,"http://www.nisdtx.org/Page/33580","USA","US","FRC","FRC","FIRST Robotics Competition",33.070947,-97.302229
4077,"The Boeing Company/Office of the Superintendent of Public Instruction (OSPI)/SPEEA & Edmonds Woodway High School","M*A*S*H","Edmonds","WA","98026",2018,247,2012,"http://ewhsrobotics.org","USA","US","FRC","FRC","FIRST Robotics Competition",47.84077,-122.336731
4078,"La Puente High","Warriors","La Puente","CA","91744",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",34.028223,-117.937998
4079,"NASA/NASA-JPL/Boeing/Disneyland & Oxford Academy","Quantum Leap","Cypress","CA","90630",2018,247,2012,"http://frc4079.com","USA","US","FRC","FRC","FIRST Robotics Competition",33.818073,-118.035677
4080,"GE Power/Novelis/Shaheen & Company/Kennesaw State University/Automation Direct/Stone Mountain CID/Horse Authority/SolidWorks/RBM of Alpharetta & Home School","Team Reboot","Tucker","GA","30084",2018,247,2012,"https://frcteam4080.wordpress.com/","USA","US","FRC","FRC","FIRST Robotics Competition",33.848103,-84.226117
4082,"Dayton High School","Ranching Robots","Dayton","WA","99328",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",46.32506,-117.974038
4083,"Robert Bosch/Showa Denko/Dorchester District 4&Woodland High","The Iron Wolverines","Dorchester","SC","29437",2018,247,2012,"http://ironwolverines4083.weebly.com/","USA","US","FRC","FRC","FIRST Robotics Competition",33.143072,-80.378909
4085,"TS Tech Americas /TS Tech USA/Dynalab EMS Inc.  /AEP/The Limited Foundation/Buckeye Power Supply&Reynoldsburg High School Estem","Technical Difficulties","Reynoldsburg","OH","43068",2018,247,2012,"http://techdiff4085.org","USA","US","FRC","FRC","FIRST Robotics Competition",39.962571,-82.783851
4087,"Monsanto/Leidos/The Heim Foundation/Entergy/Chevron/DOW/Patrick F. Taylor School Fund/Donors Choose/Directnic and Dotology/Lockheed Martin & Benjamin Franklin High School","Falcon Robotics","New Orleans","LA","70122",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",30.005955,-90.065104
4089,"The Boeing Company/SPEEA FPTE Local 2001/Intellectual Ventures & Cedarcrest High School","Stealth Robotics","Duvall","WA","98019",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",47.73775,-121.848365
4090,"BALDOR / ArcBest Corporation / Przybysz & Associates / Linda Joplin / 1st National Bank / Arvest Bank / Candy Craze / Pink Flamingo BBQ / Calico County / GitHub / SHS EAST / Fort Smith Schools & Southside High School","Reb Teks","Fort Smith","AR","72903",2018,247,2012,"https://www.facebook.com/groups/997659140291121/","USA","US","FRC","FRC","FIRST Robotics Competition",35.3455,-94.37758
4091,"The Carol Morgan School ","DRIFT","Santo Domingo","32","00000",2018,247,2012,,"Dominican Republic","DO","FRC","FRC","FIRST Robotics Competition",0,0
4092,"Design Innovation, LLC & Scottsboro High Sch & Sylvania Sch & Section High Sch","Jackson Robotics","Dutton","AL","35744",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",34.607613,-85.90399
4093,"Baxter Healthcare/xerox/Orleans County Cornell Cooperative Extension/RS Automation & 4-H & Orleans County 4H Robotics Club","Joe's Average Slackers","Orleans County","NY","14411",2018,247,2012,"http://JoesAverageSlackers.com/","USA","US","FRC","FRC","FIRST Robotics Competition",43.239907,-78.202239
4096,"Caterpillar/University of Illinois 4-H Extension/Shapland Management/Monsanto Fund/PTC/Illini Robotics&FRC 4096 SPIN CLUB","Ctrl-Z","Champaign","IL","61822",2018,247,2012,"www.team4096.org","USA","US","FRC","FRC","FIRST Robotics Competition",40.130816,-88.309971
4097,"UTC/Malvern Instruments/L-3 KEO & Northampton High & Smith Voc and Agr High","Devilbots","Northampton","MA","01060",2018,247,2012,"www.nhsrobotics.weebly.com","USA","US","FRC","FRC","FIRST Robotics Competition",42.33072,-72.67506
4098,"ETSU/Bristol Tennessee City Schools/Eastman/Strongwell/Bristol Compressors/jcpenney/Lowe's/Energy Systems Group/ASME Holston  Section & Tennessee High School","Viking Robotics Team","Bristol","TN","37620",2018,247,2012,"http://www.thsfirst.com/","USA","US","FRC","FRC","FIRST Robotics Competition",36.569357,-82.183865
4099,"United Therapeutics / The Federation of American Consumers and Travelers / PTC / Milcorp / Morningstar Welding / Poolesville Hardware / Bob's Bikes / Microsoft / Eduserc & Poolesville High","Falcons FIRST","Poolesville","MD","20837",2018,247,2012,"https://www.team4099.com/","USA","US","FRC","FRC","FIRST Robotics Competition",39.131746,-77.404202
4103,"Rolls Royce / UTC / NASA & Avon High School","Roborioles","Avon","IN","46123",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",39.760556,-86.526389
4104,"OSPI/Jarms Hardware/Dan Smith&Cheney High School","Blackhawks","Cheney","WA","99004",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",47.43942,-117.62736
4107,"Harrison County School District/Mississippi Power/Chemours&West Harrison High School","Team Storm","Gulfport","MS","39503",2018,247,2012,"http://www.teamstorm4107.org","USA","US","FRC","FRC","FIRST Robotics Competition",30.4731,-89.15382
4110,"Solidworks Corporation/La Joya Market and Taqueria/First Tech Credit Union/Alpha Phi Foundation/YMT Woodworks/Oregon Department of Education & Brookings-Harbor High School","DEEP SPACE NINERS","Brookings","OR","97415",2018,247,2012,"facebook.com/bhhsrobotics","USA","US","FRC","FRC","FIRST Robotics Competition",42.054175,-124.260145
4111,"Lockheed Martin/Moog/Future Com&ASU Preparatory Academy - Polytechnic","Some Assembly Required","Mesa","AZ","85212",2018,247,2012,"http://asupreprobotics.weebly.com/","USA","US","FRC","FRC","FIRST Robotics Competition",33.34288,-111.621592
4112,"Automation Direct/Leidos/Siemens/Novelis/Kennesaw State University&South Forsyth High School","EagleBots","Cumming ","GA","30041",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",34.203077,-84.074322
4114,"jcpenney & River Springs Charter","Pallindrones ","Hemet","CA","92543",2018,247,2012,"www.pallindrones.com","USA","US","FRC","FRC","FIRST Robotics Competition",33.70305,-116.976717
4115,"2016 FRC Hardship Grant / Lapp USA / Prenger's Inc / Williams Software Engineering LLC & Clinton-Massie High School","Team Breaking Lights","Clarksville","OH","45113",2018,247,2012,"cmrobotics.org","USA","US","FRC","FRC","FIRST Robotics Competition",39.402232,-83.965563
4118,"Best Buy/P.K. Yonge Developmental Research School/University of Florida/Grace Presbyterian Church/Target Copy/Infinity Fab Lab/Roger's Welding&P.K. Yonge Developmental Research School","Roaring Riptide","Gainesville","FL","32601",2018,247,2012,"www.roaringriptide.com","USA","US","FRC","FRC","FIRST Robotics Competition",29.648924,-82.304742
4119,"Nordson Corporation/Bendix Commercial Vehicle Systems LLC/A. J. Rose Manufacturing Company/Avon Educational Endowment Fund/Smith, Illner & Gemelas/Metal Forming Lubricants&Avon High School","AERO (Avon Eagles Robotics Organization)","Avon","OH","44011",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",41.448666,-82.021439
4120,"Spokane Public Schools / Washington OSPI / Itron / B hanging Double B Ranch / 4H / Dave Smith Motors / COGO Capital / Haskins Steel & The Community School","Jagwires","Spokane","WA","99205",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",47.69545,-117.442334
4121,"Hoover Sideliners/FedEx/IEEE Akron, OH /North Canton Hoover High School/Fives Bronx, Inc/Wayne  Homes, Inc./Scanacon, Inc./Leidy Engineering /The Williams Company/Case Farms/Zollinger & Burleson, LTD/Roseberry & Brindley Inc., CPA/Masterpiece Dreams, LLC/Geneva Chervenic Realty/Akron Transmission/ST Lee Home Mechanical Maintenance/Metheney Landscape & Construction/Mike Moutes Homes/The Tysa Family & Hoover High School","Vikings","North Canton","OH","44720",2018,247,2012,"http://frc-4121.github.io/","USA","US","FRC","FRC","FIRST Robotics Competition",40.89732,-81.43344
4122,"IBM/Ossining Matters/Truckin' Foundation/Ossining Community Businesses & Ossining High School","Ossining O-Bots","Ossining","NY","10562",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",41.174335,-73.845908
4123,"The Boeing Company/Tribe Community Supporters & St. John Bosco High School","Tribe Robotics","Bellflower","CA","90706",2018,247,2012,"http://frc4123.org","USA","US","FRC","FRC","FIRST Robotics Competition",33.888756,-118.128543
4125,"Umatilla School District/21st Century Community Learning Center/State of Oregon/Umatilla Lion's Club/Chuckwagon Cafe/Cascade Natural Gas/Carlson's Umatilla Drug/Platt/Umatilla Police Department/Umatilla Fire Department/Autodesk&Umatilla High School","Confidential","Umatilla","OR","97882",2018,247,2012,"www.umatillarobotics.org","USA","US","FRC","FRC","FIRST Robotics Competition",45.915922,-119.296745
4126,"Science Foundation Arizona & KOFA HIGH SCHOOL","Decepta-Kings","Yuma","AZ","85365",2018,247,2012,"http://www.youtube.com/channel/UCOmbrrxY0H4cu46tl5Qj-tQ?feature=watch","USA","US","FRC","FRC","FIRST Robotics Competition",32.672337,-114.502398
4127,"Vernonia Education Foundation/Daimler/Production Parts Co/Ajax Machine/Randal and Jack Harvey/Photo Solutions/Vernonia Schools/PNW FIRST&Vernonia High School&Vernonia Middle School","LoggerBots","Vernonia","OR","97064",2018,247,2012,"www.facebook.com/loggerbotsteam4127","USA","US","FRC","FRC","FIRST Robotics Competition",45.860625,-123.201591
4130,"Richmond Rotary/Macomb Rotary/Allwood Building Components/Farm Bureau Insurance/First State Bank/Varga Chiropractic/Richmond Community Schools&Richmond Community High School","The Blue Devils","Richmond","MI","48062",2018,247,2012,"http://frc4130.weebly.com/","USA","US","FRC","FRC","FIRST Robotics Competition",42.843791,-82.798308
4131,"The Boeing Company/Issaquah Schools Foundation & Liberty Sr High School","Iron Patriots","Renton","WA","98059",2018,247,2012,"http://frc4131.wordpress.com/","USA","US","FRC","FRC","FIRST Robotics Competition",47.4831,-122.12982
4132,"Boeing/David Douglas Dads Club/State of Oregon & David Douglas High School","Scotbots","Portland","OR","97233",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",45.514315,-122.503676
4135,"Doctors Medical Center/O'Brien's Market/Wille Electric Supply/Modest Irrigation District/Europa Motors & Fred C. Beyer High","Iron Patriots","Modesto","CA","95355",2018,247,2012,"beyerrobotics.com","USA","US","FRC","FRC","FIRST Robotics Competition",37.675966,-120.944878
4137,"Wilde Lake Community Association/The Village of Hickory Ridge/IEEE Baltimore Section/Wilde Lake HS Boosters/Columbia Town Center/Wilde Lake HS PTSA/Parents & Grandparents,  and other individual sponsors/Dorsey Search & Wilde Lake High","Wilde Bunch","Columbia","MD","21044",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",39.212981,-76.882253
4139,"Caterpillar/Leidos/BAE Systems/Lockheed Martin/Qualcomm/Northrop Grumman & Scripps Ranch High","Easy as Pi","San Diego","CA","92131",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",32.909138,-117.08669
4140,"NASA & DON ANTONIO LUGO HIGH","WIRED","Chino","CA","91710",2018,247,2012,,"USA","US","FRC","FRC","FIRST Robotics Competition",34.016105,-117.686207
4141,"The Boeing Company & Mater Dei High School","Monarch Robotics","Santa Ana","CA","92707",2018,247,2012,"MDHSrobotics.com","USA","US","FRC","FRC","FIRST Robotics Competition",33.69678,-117.87012
4143,"Caterpillar Inc./Metamora Industries/Sanguine Lore/Nvidia/PTC/DAR- Tech USA/LED DJ & Stage lighting&Metamora High School","MARS/ WARS","Metamora","IL","61548",2018,247,2012,"www.MarsWars.org","USA","US","FRC","FRC","FIRST Robotics Competition",40.78848,-89.42718
4145,"AEP/NASA Glenn Research Center/Liberty Awards/Olive Garden Restaurant&Worthington Kilbourne High School","WorBots","Columbus","OH","43235",2018,247,2012,"http://worbots4145.org","USA","US","FRC","FRC","FIRST Robotics Competition",40.120326,-83.033953
4146,"SOAR/SUSD Foundation/Glenn Bailey and Stara Technologies/IO/Acme Motorwerks/CBRE Foundation Inc/Gateway Chevrolet&Saguaro High School","Sabercats","Scottsdale","AZ","85250",2018,247,2012,"sabercatrobotics.com","USA","US","FRC","FRC","FIRST Robotics Competition",33.523133,-111.906659
4148,"Metal Specialist, Inc.  & Future Seekers, Inc.","The SWAGbots","Atlanta","GA","30331",2018,247,2012,"http://www.wix.com/swagbots4/4148","USA","US","FRC","FRC","FIRST Robotics Competition",33.712646,-84.532291
4149,"Metal Specialist, Inc.  & Future Seekers, Inc.","The GLAMbots","Atlanta","GA","30349",2018,247,2012,"http://www.wix.com/ztweetybird14/glambots2012","USA","US","FRC","FRC","FIRST Robotics Competition",33.614175,-84.497109
4150,"The Vincent Family/Bechtel Plant Machinery/Murrysville Auto Clinic/Murtech/Hoss's Steak and Sea /AutoZone/Fancy Fox Custom Embroidery and Silkscreen/Penn Murry Bar & Kitchen/Ferri Land Co., Inc/Pat Catans/Supercuts/Allergy, Asthma, and Sinus Wellness Center/Buscar Group Inc./Kim Anderson and John Kaye/Johnny's Hallmark- Walnut Hollow Plaza/Alcon&Franklin Regional Shs","FRobotics","Murrysville","PA","15668",2018,247,2012,"http://www.frobotics.org","USA","US","FRC","FRC","FIRST Robotics Competition",40.449365,-79.68196
