"event_name","event_name_analyzed","event_code","fk_program_seasons","event_subtype","event_subtype_moniker","event_type","event_venue","event_venue_sort","event_venue_analyzed","event_stateprov","event_country","event_city","event_address1","event_address2","date_end","date_start","event_postalcode","event_season","capacity_total","event_web_url","flag_bag_and_tag_event","program_code_display","program_name","flag_display_in_vims","ff_event_type_sort_order","countryCode","open_capacity","event_fee_currency","hotel_document","id","lat","lon","event_venue_room","event_fee_base","community_event_contact_name_first","community_event_contact_name_last","community_event_contact_email"
"Orange County Regional","Orange County Regional","CAIR",235,"Regional","Regional","FRC","University of California, Irvine","University of California, Irvine","University of California, Irvine","CA","USA","Irvine","Bren Events Center","100 Bren Events Center","2017-04-01T00:00:00","2017-03-29T00:00:00","92697",2017,52,"http://www.firstoc.org/",true,"FRC","FIRST Robotics Competition",true,3,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22603,33.648513,-117.838683,,0,"","",
"Orlando Regional","Orlando Regional","FLOR",235,"Regional","Regional","FRC","CFE Arena at the University of Central Florida","CFE Arena at the University of Central Florida","CFE Arena at the University of Central Florida","FL","USA","Orlando","12777 Gemini Blvd N",,"2017-03-11T00:00:00","2017-03-08T00:00:00","32816",2017,64,"http://orlandofrc.org",true,"FRC","FIRST Robotics Competition",true,3,"US",1,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22483,28.606119,-81.204801,"",0,"","",
"PCH District - Albany Event","PCH District - Albany Event","GAALB",235,"Qualifying Event","District Event","FRC","Albany Civic Center","Albany Civic Center","Albany Civic Center","GA","USA","Albany","100 W. Oglethorpe Blvd",,"2017-03-25T00:00:00","2017-03-23T00:00:00","31701",2017,37,"http://www.gafirst.org",true,"FRC","FIRST Robotics Competition",true,200,"US",1,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22699,31.572819,-84.163287,,,,,
"PCH District - Columbus Event","PCH District - Columbus Event","GACOL",235,"Qualifying Event","District Event","FRC","Columbus State University","Columbus State University","Columbus State University","GA","USA","Columbus","4225 University Avenue",,"2017-03-18T00:00:00","2017-03-16T00:00:00","31907",2017,39,"http://www.gafirst.org",true,"FRC","FIRST Robotics Competition",true,200,"US",1,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22505,32.477304,-84.903608,"",0,"","",""
"PCH District - Dalton Event","PCH District - Dalton Event","GADAL",235,"Qualifying Event","District Event","FRC","Dalton Convention Center","Dalton Convention Center","Dalton Convention Center","GA","USA","Dalton","2211 Dug Gap Battle Road",,"2017-03-11T00:00:00","2017-03-09T00:00:00","30720",2017,39,"http://www.gafirst.org",true,"FRC","FIRST Robotics Competition",true,200,"US",2,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22701,34.759673,-84.975973,,,,,
"PCH District - Gainesville Event","PCH District - Gainesville Event","GAGAI",235,"Qualifying Event","District Event","FRC","Riverside Military Academy","Riverside Military Academy","Riverside Military Academy","GA","USA","Gainesville","2001 Riverside Drive",,"2017-03-05T00:00:00","2017-03-03T00:00:00","30501",2017,39,"http://www.gafirst.org",true,"FRC","FIRST Robotics Competition",true,200,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",25325,34.286057,-83.820309,,,,,
"PNW District - Auburn Event","PNW District - Auburn Event","WAAHS",235,"Qualifying Event","District Event","FRC","Auburn High School","Auburn High School","Auburn High School","WA","USA","Auburn","711 E. Main St.",,"2017-04-02T00:00:00","2017-03-31T00:00:00","98002",2017,38,"http://www.firstwa.org",true,"FRC","FIRST Robotics Competition",true,200,"US",3,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22639,47.302461,-122.186065,,0,"","",
"PNW District - Auburn Mountainview Event","PNW District - Auburn Mountainview Event","WAAMV",235,"Qualifying Event","District Event","FRC","Auburn Mountainview High School","Auburn Mountainview High School","Auburn Mountainview High School","WA","USA","Auburn","28900 124th Avenue SE",,"2017-03-05T00:00:00","2017-03-03T00:00:00","98092",2017,40,"http://www.firstwa.org/",true,"FRC","FIRST Robotics Competition",true,200,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22629,47.283585,-122.128606,,0,"","",
"FIM District - Woodhaven Event","FIM District - Woodhaven Event","MIBRO",235,"Qualifying Event","District Event","FRC","Woodhaven High School","Woodhaven High School","Woodhaven High School","MI","USA","Brownstown","24787 Van Horn Road",,"2017-03-25T00:00:00","2017-03-23T00:00:00","48134",2017,40,"http://www.firstinmichigan.org",true,"FRC","FIRST Robotics Competition",true,200,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22609,42.107811,-83.281359,,0,"","",""
"FIRST Championship - Houston","FIRST Championship - Houston","CMPTX",235,"Championship","FIRST Championship","FRC","George R. Brown Convention Center","George R. Brown Convention Center","George R. Brown Convention Center","TX","USA","Houston","1001 Avenida De Las Americas",,"2017-04-22T00:00:00","2017-04-19T00:00:00","77010",2017,404,,false,"FRC","FIRST Robotics Competition",true,2,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",24565,29.754759,-95.361326,,0,"","",
"FIRST Championship - St. Louis","FIRST Championship - St. Louis","CMPMO",235,"Championship","FIRST Championship","FRC","America's Center/Dome","America's Center/Dome","America's Center/Dome","MO","USA","St. Louis","901 N Broadway",,"2017-04-29T00:00:00","2017-04-26T00:00:00","63101",2017,413,,false,"FRC","FIRST Robotics Competition",true,2,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22465,38.631974,-90.191176,"",0,"","",
"FIRST Chesapeake District Championship sponsored by Booz Allen Hamilton","FIRST Chesapeake District Championship sponsored by Booz Allen Hamilton","CHCMP",235,"Qualifying Championship","District Championship","FRC","Virginia Commonwealth University","Virginia Commonwealth University","Virginia Commonwealth University","VA","USA","Richmond","Siegel Center","1200 West Broad Street","2017-04-08T00:00:00","2017-04-05T00:00:00","23284",2017,58,"http://www.firstchesapeake.org",true,"FRC","FIRST Robotics Competition",true,100,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22691,37.553021,-77.457951,,0,"","",
"FIRST Israel District Championship","FIRST Israel District Championship","ISCMP",235,"Qualifying Championship","District Championship","FRC","Menora Mivtachim Arena","Menora Mivtachim Arena","Menora Mivtachim Arena","TA","Israel","Tel Aviv-Yafo","51 Yigal Allon Street",,"2017-03-30T00:00:00","2017-03-28T00:00:00","00000",2017,45,"http://firstisrael.org.il",true,"FRC","FIRST Robotics Competition",true,100,"IL",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22525,0,0,"",0,"","",""
"FIRST Mid-Atlantic District Championship sponsored by Johnson & Johnson","FIRST Mid-Atlantic District Championship sponsored by Johnson & Johnson","MRCMP",235,"Qualifying Championship","District Championship","FRC","Lehigh University - Stabler Arena","Lehigh University - Stabler Arena","Lehigh University - Stabler Arena","PA","USA","Bethlehem","124 Goodman Drive",,"2017-04-08T00:00:00","2017-04-05T00:00:00","18015",2017,60,"http://www.midatlanticrobotics.com/",true,"FRC","FIRST Robotics Competition",true,100,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22533,40.601395,-75.369112,"",0,"","",
"FIRST North Carolina State Championship","FIRST North Carolina State Championship","NCCMP",235,"Qualifying Championship","District Championship","FRC","Campbell University - Gore Arena","Campbell University - Gore Arena","Campbell University - Gore Arena","NC","USA","Lillington","56 Main Street",,"2017-04-02T00:00:00","2017-03-31T00:00:00","27546",2017,32,"http://www.firstnorthcarolina.org/",true,"FRC","FIRST Robotics Competition",true,100,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22697,35.397219,-78.813484,,0,"","",
"FIRST Ontario Provincial Championship","FIRST Ontario Provincial Championship","ONCMP",235,"Qualifying Championship","District Championship","FRC","Hershey Centre","Hershey Centre","Hershey Centre","ON","Canada","Mississauga","5500 Rose Cherry Place",,"2017-04-15T00:00:00","2017-04-12T00:00:00","L4Z 4B6",2017,60,"http://www.firstroboticscanada.org",true,"FRC","FIRST Robotics Competition",true,100,"CA",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",24819,43.62838,-79.65296,,,,,
"Festival de Robotique - Montreal Regional","Festival de Robotique - Montreal Regional","QCMO",235,"Regional","Regional","FRC","Centre Claude-Robillard","Centre Claude-Robillard","Centre Claude-Robillard","QC","Canada","Montreal","1000 Avenue Emile-Journault",,"2017-03-25T00:00:00","2017-03-22T00:00:00","H2M 2E7",2017,50,"http://www.robotiquefirstquebec.org/",true,"FRC","FIRST Robotics Competition",true,3,"CA",2,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22589,45.55087,-73.64025,"",0,"","",""
"Festival of Champions","Festival of Champions","FOC17",247,"Festival of Champions","Festival of Champions","FRC","SNHU Arena","SNHU Arena","SNHU Arena","NH","USA","Manchester","555 Elm Street",,"2017-07-29T00:00:00","2017-07-28T00:00:00","03101",2018,10,,false,"FRC","FIRST Robotics Competition",false,1,"US",10,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",31997,42.988324,-71.465265,,,,,
"Finger Lakes Regional ","Finger Lakes Regional ","NYRO",235,"Regional","Regional","FRC","Gordon Field House","Gordon Field House","Gordon Field House","NY","USA","Rochester","Rochester Institute of Technology","149 Lomb Memorial Drive","2017-03-18T00:00:00","2017-03-15T00:00:00","14623",2017,50,"http://upstatenyfirst.org/",true,"FRC","FIRST Robotics Competition",true,3,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22481,43.081673,-77.633588,"",0,"","Glen","gpearson@firstinspires.org"
"Greater Kansas City Regional","Greater Kansas City Regional","MOKC",235,"Regional","Regional","FRC","Metropolitan Community College/Bus. & Tech. Campus","Metropolitan Community College/Bus. & Tech. Campus","Metropolitan Community College/Bus. & Tech. Campus","MO","USA","Kansas City","1775 Universal Avenue",,"2017-03-18T00:00:00","2017-03-15T00:00:00","64120",2017,60,"http://www.kcfirst.org",true,"FRC","FIRST Robotics Competition",true,3,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22499,39.12391,-94.5372,"",0,"","",""
"Greater Pittsburgh Regional","Greater Pittsburgh Regional","PACA",235,"Regional","Regional","FRC","Convocation Center at","Convocation Center at","Convocation Center at","PA","USA","California","California University of Pennsylvania ","Riverview Drive","2017-03-18T00:00:00","2017-03-15T00:00:00","15419",2017,54,"http://www.pittsburghfirst.org",true,"FRC","FIRST Robotics Competition",true,3,"US",15,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22489,40.063892,-79.894161,"",0,"","",""
"Hawaii Regional","Hawaii Regional","HIHO",235,"Regional","Regional","FRC","University of Hawaii at Manoa","University of Hawaii at Manoa","University of Hawaii at Manoa","HI","USA","Honolulu","Stan Sheriff Center",,"2017-04-01T00:00:00","2017-03-29T00:00:00","96822",2017,40,"http://www.friendsofhawaiirobotics.org",true,"FRC","FIRST Robotics Competition",true,3,"US",3,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22539,21.312545,-157.821044,"",0,"","",
"Hub City Regional","Hub City Regional","TXLU",235,"Regional","Regional","FRC","Panhandle South Plains Fair","Panhandle South Plains Fair","Panhandle South Plains Fair","TX","USA","Lubbock","105 E. Broadway",,"2017-03-04T00:00:00","2017-03-01T00:00:00","79403",2017,50,"http://hubcityregional.com",true,"FRC","FIRST Robotics Competition",true,3,"US",5,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22613,33.603447,-101.814744,,,,,
"Hudson Valley Regional","Hudson Valley Regional","NYSU",235,"Regional","Regional","FRC","Rockland Community College - Athletic Center","Rockland Community College - Athletic Center","Rockland Community College - Athletic Center","NY","USA","Suffern","145 College Road",,"2017-03-26T00:00:00","2017-03-23T00:00:00","10901",2017,50,"http://www.nycfirst.org",true,"FRC","FIRST Robotics Competition",true,3,"US",1,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",25513,41.127671,-74.111934,,,,,
"IN District - Perry Meridian Event","IN District - Perry Meridian Event","INPMH",235,"Qualifying Event","District Event","FRC","Perry Meridian High School","Perry Meridian High School","Perry Meridian High School","IN","USA","Indianapolis","401 W. Meridian School Road",,"2017-03-25T00:00:00","2017-03-23T00:00:00","46217",2017,37,"http://www.indianafirst.org",true,"FRC","FIRST Robotics Competition",true,200,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22665,39.667568,-86.198814,,0,"","",
"IN District - St. Joseph Event","IN District - St. Joseph Event","INMIS",235,"Qualifying Event","District Event","FRC","Penn High School","Penn High School","Penn High School","IN","USA","Mishawaka","56100 Bittersweet Road",,"2017-03-12T00:00:00","2017-03-10T00:00:00","46545",2017,40,"http://www.indianafirst.org",true,"FRC","FIRST Robotics Competition",true,200,"US",6,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22663,41.680563,-86.160151,,0,"","",
"IN District - Tippecanoe Event","IN District - Tippecanoe Event","INWLA",235,"Qualifying Event","District Event","FRC","William Henry Harrison High School","William Henry Harrison High School","William Henry Harrison High School","IN","USA","West Lafayette","5701 N 50 W",,"2017-03-05T00:00:00","2017-03-03T00:00:00","47906",2017,40,"http://www.indianafirst.org",true,"FRC","FIRST Robotics Competition",true,200,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22493,40.495856,-86.96718,"",0,"","",""
"ISR District Event #1","ISR District Event #1","ISDE1",235,"Qualifying Event","District Event","FRC","Technion Sports Center","Technion Sports Center","Technion Sports Center","HA","Israel","Haifa","Technion",,"2017-03-07T00:00:00","2017-03-06T00:00:00","00000",2017,35,"http://firstisrael.org.il",true,"FRC","FIRST Robotics Competition",true,200,"IL",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",25501,0,0,,,,,
"Michigan State Championship","Michigan State Championship","MICMP",235,"Qualifying Championship","District Championship","FRC","Saginaw Valley State University","Saginaw Valley State University","Saginaw Valley State University","MI","USA","University Center","Ryder Center","7400 Bay Road","2017-04-15T00:00:00","2017-04-12T00:00:00","48604",2017,160,"http://www.firstinmichigan.org",true,"FRC","FIRST Robotics Competition",true,100,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22485,43.47323,-83.947983,"",0,"","",
"Midwest Regional","Midwest Regional","ILCH",235,"Regional","Regional","FRC","UIC Pavilion ","UIC Pavilion ","UIC Pavilion ","IL","USA","Chicago","University of Illinois, Chicago","525 S. Racine Ave","2017-04-01T00:00:00","2017-03-29T00:00:00","60607",2017,54,"http://www.firstillinoisrobotics.org/frc/events/midwest-regional.html",true,"FRC","FIRST Robotics Competition",true,3,"US",1,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22501,41.87941,-87.650582,"",0,"","",""
"Minnesota 10000 Lakes Regional","Minnesota 10000 Lakes Regional","MNMI",235,"Regional","Regional","FRC","Williams Arena/The Sports Pavilion Univ of MN","Williams Arena/The Sports Pavilion Univ of MN","Williams Arena/The Sports Pavilion Univ of MN","MN","USA","Minneapolis","1925 University Avenue SE",,"2017-04-08T00:00:00","2017-04-05T00:00:00","55455",2017,63,"http://www.mnfirst.org",true,"FRC","FIRST Robotics Competition",true,3,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22545,44.972981,-93.237826,"",0,"","","lfshimizu@gmail.com"
"Minnesota North Star Regional","Minnesota North Star Regional","MNMI2",235,"Regional","Regional","FRC","Mariucci Arena - University of Minnesota","Mariucci Arena - University of Minnesota","Mariucci Arena - University of Minnesota","MN","USA","Minneapolis","1901 4th Street SE",,"2017-04-08T00:00:00","2017-04-05T00:00:00","55455",2017,60,"http://www.mnfirst.org",true,"FRC","FIRST Robotics Competition",true,3,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22551,44.972981,-93.237826,"",0,"","","lfshimizu@gmail.com"
"NC District - Greensboro Event","NC District - Greensboro Event","NCGRE",235,"Qualifying Event","District Event","FRC","UNC Greensboro - Fleming Gym","UNC Greensboro - Fleming Gym","UNC Greensboro - Fleming Gym","NC","USA","Greensboro","1408 Walker Avenue",,"2017-03-11T00:00:00","2017-03-09T00:00:00","27412",2017,36,"http://www.firstnorthcarolina.org/",true,"FRC","FIRST Robotics Competition",true,200,"US",4,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22679,36.065665,-79.806545,,,,,
"NC District - Pitt County Event","NC District - Pitt County Event","NCWIN",235,"Qualifying Event","District Event","FRC","South Central High School","South Central High School","South Central High School","NC","USA","Winterville","570 Forlines Road",,"2017-03-05T00:00:00","2017-03-03T00:00:00","28590",2017,32,"http://www.firstnorthcarolina.org/",true,"FRC","FIRST Robotics Competition",true,200,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22695,35.535325,-77.395248,,,,,
"NC District - Raleigh Event","NC District - Raleigh Event","NCRAL",235,"Qualifying Event","District Event","FRC","SE Raleigh Magnet High School","SE Raleigh Magnet High School","SE Raleigh Magnet High School","NC","USA","Raleigh","2600 Rock Quarry Road",,"2017-03-25T00:00:00","2017-03-23T00:00:00","27610",2017,36,"http://www.firstnorthcarolina.org/",true,"FRC","FIRST Robotics Competition",true,200,"US",3,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22563,35.761643,-78.583787,"",0,"","",""
"NC District - UNC Asheville Event","NC District - UNC Asheville Event","NCASH",235,"Qualifying Event","District Event","FRC","UNC Asheville - Kimmel Arena","UNC Asheville - Kimmel Arena","UNC Asheville - Kimmel Arena","NC","USA","Asheville","227 Campus Drive",,"2017-03-19T00:00:00","2017-03-17T00:00:00","28804",2017,36,"http://www.firstnorthcarolina.org/",true,"FRC","FIRST Robotics Competition",true,200,"US",9,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22693,35.63743,-82.558381,,,,,
"NE District - Granite State Event","NE District - Granite State Event","NHGRS",235,"Qualifying Event","District Event","FRC","Windham High School","Windham High School","Windham High School","NH","USA","Windham","64 London Bridge Road",,"2017-03-05T00:00:00","2017-03-03T00:00:00","03087",2017,40,"http://www.nefirst.org/",true,"FRC","FIRST Robotics Competition",true,200,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22621,42.801406,-71.303561,,0,"","",
"NE District - Greater Boston Event","NE District - Greater Boston Event","MABOS",235,"Qualifying Event","District Event","FRC","Revere High School","Revere High School","Revere High School","MA","USA","Revere","101 School Street",,"2017-03-19T00:00:00","2017-03-17T00:00:00","02151",2017,40,"http://www.nefirst.org/",true,"FRC","FIRST Robotics Competition",true,200,"US",9,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22511,42.415223,-71.005325,"",0,"","",
"NE District - Hartford Event","NE District - Hartford Event","CTHAR",235,"Qualifying Event","District Event","FRC","Hartford Public High School","Hartford Public High School","Hartford Public High School","CT","USA","Hartford","55 Forest Street",,"2017-04-02T00:00:00","2017-03-31T00:00:00","06105",2017,42,"http://www.nefirst.org/",true,"FRC","FIRST Robotics Competition",true,200,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22605,41.769774,-72.699048,,0,"","",
"NE District - North Shore Event","NE District - North Shore Event","MAREA",235,"Qualifying Event","District Event","FRC","Reading Memorial High School","Reading Memorial High School","Reading Memorial High School","MA","USA","Reading","62 Oakland Road",,"2017-03-19T00:00:00","2017-03-17T00:00:00","01867",2017,40,"http://www.nefirst.org/",true,"FRC","FIRST Robotics Competition",true,200,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22473,42.529523,-71.108868,"",0,"","",
"NE District - Pine Tree Event","NE District - Pine Tree Event","MELEW",235,"Qualifying Event","District Event","FRC","Androscoggin Bank Colisee","Androscoggin Bank Colisee","Androscoggin Bank Colisee","ME","USA","Lewiston","190 Birch Street",,"2017-04-01T00:00:00","2017-03-30T00:00:00","04240",2017,40,"http://www.nefirst.org/",true,"FRC","FIRST Robotics Competition",true,200,"US",0,"USD","http://www.usfirst.org/roboticsprograms/frc/travel-discounts",22541,44.097005,-70.186774,"",0,"","",
